"Ensembl" "moduleColor" "moduleLabel"
"ENSG00000101109" "magenta" "M7"
"ENSG00000101115" "magenta" "M7"
"ENSG00000101126" "grey" "M0"
"ENSG00000101132" "yellow" "M2"
"ENSG00000101134" "purple" "M8"
"ENSG00000101138" "grey" "M0"
"ENSG00000101144" "pink" "M6"
"ENSG00000101146" "grey" "M0"
"ENSG00000101150" "grey" "M0"
"ENSG00000101152" "grey" "M0"
"ENSG00000101158" "grey" "M0"
"ENSG00000101160" "grey" "M0"
"ENSG00000101161" "grey" "M0"
"ENSG00000101166" "yellow" "M2"
"ENSG00000101181" "grey" "M0"
"ENSG00000101182" "grey" "M0"
"ENSG00000101189" "grey" "M0"
"ENSG00000101190" "grey" "M0"
"ENSG00000101191" "grey" "M0"
"ENSG00000101193" "grey" "M0"
"ENSG00000101198" "grey" "M0"
"ENSG00000101199" "grey" "M0"
"ENSG00000101210" "grey" "M0"
"ENSG00000101216" "grey" "M0"
"ENSG00000101220" "purple" "M8"
"ENSG00000101224" "black" "M5"
"ENSG00000101230" "grey" "M0"
"ENSG00000101236" "grey" "M0"
"ENSG00000101246" "grey" "M0"
"ENSG00000101247" "grey" "M0"
"ENSG00000101255" "purple" "M8"
"ENSG00000101265" "grey" "M0"
"ENSG00000101266" "grey" "M0"
"ENSG00000101290" "grey" "M0"
"ENSG00000101294" "grey" "M0"
"ENSG00000101310" "grey" "M0"
"ENSG00000101333" "black" "M5"
"ENSG00000101335" "purple" "M8"
"ENSG00000101337" "grey" "M0"
"ENSG00000101343" "grey" "M0"
"ENSG00000101346" "greenyellow" "M9"
"ENSG00000101347" "grey" "M0"
"ENSG00000101350" "grey" "M0"
"ENSG00000101353" "grey" "M0"
"ENSG00000101361" "yellow" "M2"
"ENSG00000101363" "grey" "M0"
"ENSG00000101365" "grey" "M0"
"ENSG00000101367" "grey" "M0"
"ENSG00000101384" "grey" "M0"
"ENSG00000101391" "grey" "M0"
"ENSG00000101400" "black" "M5"
"ENSG00000101407" "grey" "M0"
"ENSG00000101412" "grey" "M0"
"ENSG00000101413" "grey" "M0"
"ENSG00000101417" "black" "M5"
"ENSG00000101421" "grey" "M0"
"ENSG00000101439" "greenyellow" "M9"
"ENSG00000101442" "grey" "M0"
"ENSG00000101443" "grey" "M0"
"ENSG00000101444" "yellow" "M2"
"ENSG00000101447" "grey" "M0"
"ENSG00000101452" "grey" "M0"
"ENSG00000101457" "grey" "M0"
"ENSG00000101460" "black" "M5"
"ENSG00000101463" "grey" "M0"
"ENSG00000101464" "grey" "M0"
"ENSG00000101473" "black" "M5"
"ENSG00000101474" "grey" "M0"
"ENSG00000101493" "black" "M5"
"ENSG00000101542" "turquoise" "M1"
"ENSG00000101544" "yellow" "M2"
"ENSG00000101546" "grey" "M0"
"ENSG00000101557" "grey" "M0"
"ENSG00000101558" "grey" "M0"
"ENSG00000101574" "grey" "M0"
"ENSG00000101577" "red" "M4"
"ENSG00000101596" "grey" "M0"
"ENSG00000101608" "purple" "M8"
"ENSG00000101624" "grey" "M0"
"ENSG00000101639" "grey" "M0"
"ENSG00000101654" "grey" "M0"
"ENSG00000101665" "grey" "M0"
"ENSG00000101670" "grey" "M0"
"ENSG00000101680" "turquoise" "M1"
"ENSG00000101745" "grey" "M0"
"ENSG00000101751" "turquoise" "M1"
"ENSG00000101752" "magenta" "M7"
"ENSG00000101773" "yellow" "M2"
"ENSG00000101782" "yellow" "M2"
"ENSG00000101811" "grey" "M0"
"ENSG00000101825" "black" "M5"
"ENSG00000101843" "grey" "M0"
"ENSG00000101844" "grey" "M0"
"ENSG00000101846" "yellow" "M2"
"ENSG00000101849" "red" "M4"
"ENSG00000101850" "pink" "M6"
"ENSG00000101856" "grey" "M0"
"ENSG00000101868" "grey" "M0"
"ENSG00000101871" "magenta" "M7"
"ENSG00000101882" "grey" "M0"
"ENSG00000101888" "grey" "M0"
"ENSG00000101898" "grey" "M0"
"ENSG00000101901" "grey" "M0"
"ENSG00000101911" "yellow" "M2"
"ENSG00000101928" "yellow" "M2"
"ENSG00000101935" "grey" "M0"
"ENSG00000101938" "grey" "M0"
"ENSG00000101940" "grey" "M0"
"ENSG00000101945" "grey" "M0"
"ENSG00000101955" "grey" "M0"
"ENSG00000101966" "grey" "M0"
"ENSG00000101972" "grey" "M0"
"ENSG00000101974" "grey" "M0"
"ENSG00000101986" "greenyellow" "M9"
"ENSG00000101997" "grey" "M0"
"ENSG00000102003" "grey" "M0"
"ENSG00000102024" "grey" "M0"
"ENSG00000102030" "brown" "M11"
"ENSG00000102034" "greenyellow" "M9"
"ENSG00000102038" "grey" "M0"
"ENSG00000102053" "grey" "M0"
"ENSG00000102054" "grey" "M0"
"ENSG00000102078" "grey" "M0"
"ENSG00000102081" "grey" "M0"
"ENSG00000102096" "grey" "M0"
"ENSG00000102098" "grey" "M0"
"ENSG00000102100" "greenyellow" "M9"
"ENSG00000102103" "grey" "M0"
"ENSG00000102109" "grey" "M0"
"ENSG00000102119" "grey" "M0"
"ENSG00000102125" "turquoise" "M1"
"ENSG00000102144" "grey" "M0"
"ENSG00000102158" "grey" "M0"
"ENSG00000102172" "blue" "M10"
"ENSG00000102178" "purple" "M8"
"ENSG00000102181" "grey" "M0"
"ENSG00000102189" "magenta" "M7"
"ENSG00000102218" "magenta" "M7"
"ENSG00000102221" "magenta" "M7"
"ENSG00000102225" "grey" "M0"
"ENSG00000102226" "grey" "M0"
"ENSG00000102230" "grey" "M0"
"ENSG00000102241" "grey" "M0"
"ENSG00000102265" "purple" "M8"
"ENSG00000102271" "grey" "M0"
"ENSG00000102302" "red" "M4"
"ENSG00000102309" "blue" "M10"
"ENSG00000102312" "turquoise" "M1"
"ENSG00000102316" "red" "M4"
"ENSG00000102317" "yellow" "M2"
"ENSG00000102359" "greenyellow" "M9"
"ENSG00000102383" "grey" "M0"
"ENSG00000102384" "grey" "M0"
"ENSG00000102390" "yellow" "M2"
"ENSG00000102393" "grey" "M0"
"ENSG00000102401" "grey" "M0"
"ENSG00000102409" "grey" "M0"
"ENSG00000102471" "yellow" "M2"
"ENSG00000102531" "grey" "M0"
"ENSG00000102543" "turquoise" "M1"
"ENSG00000102547" "grey" "M0"
"ENSG00000102572" "grey" "M0"
"ENSG00000102580" "brown" "M11"
"ENSG00000102595" "grey" "M0"
"ENSG00000102606" "grey" "M0"
"ENSG00000102678" "grey" "M0"
"ENSG00000102699" "magenta" "M7"
"ENSG00000102710" "grey" "M0"
"ENSG00000102738" "grey" "M0"
"ENSG00000102743" "grey" "M0"
"ENSG00000102753" "grey" "M0"
"ENSG00000102760" "grey" "M0"
"ENSG00000102763" "grey" "M0"
"ENSG00000102780" "grey" "M0"
"ENSG00000102781" "grey" "M0"
"ENSG00000102786" "grey" "M0"
"ENSG00000102796" "black" "M5"
"ENSG00000102804" "grey" "M0"
"ENSG00000102805" "grey" "M0"
"ENSG00000102858" "grey" "M0"
"ENSG00000102870" "grey" "M0"
"ENSG00000102879" "red" "M4"
"ENSG00000102882" "pink" "M6"
"ENSG00000102886" "grey" "M0"
"ENSG00000102890" "grey" "M0"
"ENSG00000102893" "grey" "M0"
"ENSG00000102897" "grey" "M0"
"ENSG00000102898" "grey" "M0"
"ENSG00000102900" "grey" "M0"
"ENSG00000102901" "grey" "M0"
"ENSG00000102904" "turquoise" "M1"
"ENSG00000102908" "turquoise" "M1"
"ENSG00000102910" "grey" "M0"
"ENSG00000102921" "grey" "M0"
"ENSG00000102931" "yellow" "M2"
"ENSG00000102934" "grey" "M0"
"ENSG00000102935" "turquoise" "M1"
"ENSG00000102967" "grey" "M0"
"ENSG00000102974" "grey" "M0"
"ENSG00000102977" "grey" "M0"
"ENSG00000102978" "yellow" "M2"
"ENSG00000102981" "grey" "M0"
"ENSG00000102984" "turquoise" "M1"
"ENSG00000102996" "brown" "M11"
"ENSG00000103005" "purple" "M8"
"ENSG00000103018" "yellow" "M2"
"ENSG00000103024" "grey" "M0"
"ENSG00000103034" "turquoise" "M1"
"ENSG00000103035" "grey" "M0"
"ENSG00000103037" "black" "M5"
"ENSG00000103042" "turquoise" "M1"
"ENSG00000103043" "grey" "M0"
"ENSG00000103047" "brown" "M11"
"ENSG00000103051" "grey" "M0"
"ENSG00000103061" "grey" "M0"
"ENSG00000103064" "grey" "M0"
"ENSG00000103066" "greenyellow" "M9"
"ENSG00000103091" "grey" "M0"
"ENSG00000103111" "grey" "M0"
"ENSG00000103121" "purple" "M8"
"ENSG00000103126" "yellow" "M2"
"ENSG00000103145" "grey" "M0"
"ENSG00000103148" "red" "M4"
"ENSG00000103150" "grey" "M0"
"ENSG00000103152" "greenyellow" "M9"
"ENSG00000103154" "grey" "M0"
"ENSG00000103160" "grey" "M0"
"ENSG00000103168" "grey" "M0"
"ENSG00000103174" "grey" "M0"
"ENSG00000103187" "brown" "M11"
"ENSG00000103194" "grey" "M0"
"ENSG00000103197" "grey" "M0"
"ENSG00000103199" "red" "M4"
"ENSG00000103202" "grey" "M0"
"ENSG00000103222" "grey" "M0"
"ENSG00000103227" "red" "M4"
"ENSG00000103245" "grey" "M0"
"ENSG00000103248" "grey" "M0"
"ENSG00000103249" "turquoise" "M1"
"ENSG00000103253" "grey" "M0"
"ENSG00000103254" "grey" "M0"
"ENSG00000103257" "purple" "M8"
"ENSG00000103260" "grey" "M0"
"ENSG00000103264" "grey" "M0"
"ENSG00000103266" "grey" "M0"
"ENSG00000103269" "grey" "M0"
"ENSG00000103274" "yellow" "M2"
"ENSG00000103275" "grey" "M0"
"ENSG00000103319" "red" "M4"
"ENSG00000103326" "grey" "M0"
"ENSG00000103335" "purple" "M8"
"ENSG00000103342" "grey" "M0"
"ENSG00000103343" "grey" "M0"
"ENSG00000103351" "black" "M5"
"ENSG00000103353" "grey" "M0"
"ENSG00000103356" "yellow" "M2"
"ENSG00000103363" "grey" "M0"
"ENSG00000103365" "grey" "M0"
"ENSG00000103381" "grey" "M0"
"ENSG00000103404" "magenta" "M7"
"ENSG00000103415" "purple" "M8"
"ENSG00000103423" "grey" "M0"
"ENSG00000103429" "grey" "M0"
"ENSG00000103449" "magenta" "M7"
"ENSG00000103460" "magenta" "M7"
"ENSG00000103479" "turquoise" "M1"
"ENSG00000103485" "grey" "M0"
"ENSG00000103489" "greenyellow" "M9"
"ENSG00000103494" "turquoise" "M1"
"ENSG00000103495" "grey" "M0"
"ENSG00000103496" "grey" "M0"
"ENSG00000103502" "red" "M4"
"ENSG00000103507" "greenyellow" "M9"
"ENSG00000103510" "grey" "M0"
"ENSG00000103512" "purple" "M8"
"ENSG00000103540" "grey" "M0"
"ENSG00000103544" "grey" "M0"
"ENSG00000103549" "grey" "M0"
"ENSG00000103550" "grey" "M0"
"ENSG00000103591" "grey" "M0"
"ENSG00000103642" "grey" "M0"
"ENSG00000103647" "grey" "M0"
"ENSG00000103653" "grey" "M0"
"ENSG00000103657" "turquoise" "M1"
"ENSG00000103671" "grey" "M0"
"ENSG00000103707" "grey" "M0"
"ENSG00000103710" "red" "M4"
"ENSG00000103723" "magenta" "M7"
"ENSG00000103742" "turquoise" "M1"
"ENSG00000103769" "grey" "M0"
"ENSG00000103852" "turquoise" "M1"
"ENSG00000103855" "grey" "M0"
"ENSG00000103876" "greenyellow" "M9"
"ENSG00000103932" "grey" "M0"
"ENSG00000103942" "grey" "M0"
"ENSG00000103966" "yellow" "M2"
"ENSG00000103978" "grey" "M0"
"ENSG00000103994" "turquoise" "M1"
"ENSG00000103995" "grey" "M0"
"ENSG00000104047" "black" "M5"
"ENSG00000104059" "grey" "M0"
"ENSG00000104064" "yellow" "M2"
"ENSG00000104067" "grey" "M0"
"ENSG00000104081" "pink" "M6"
"ENSG00000104093" "turquoise" "M1"
"ENSG00000104112" "grey" "M0"
"ENSG00000104129" "grey" "M0"
"ENSG00000104131" "yellow" "M2"
"ENSG00000104133" "grey" "M0"
"ENSG00000104142" "greenyellow" "M9"
"ENSG00000104147" "grey" "M0"
"ENSG00000104164" "grey" "M0"
"ENSG00000104177" "magenta" "M7"
"ENSG00000104218" "grey" "M0"
"ENSG00000104219" "magenta" "M7"
"ENSG00000104221" "purple" "M8"
"ENSG00000104228" "yellow" "M2"
"ENSG00000104231" "grey" "M0"
"ENSG00000104267" "grey" "M0"
"ENSG00000104290" "magenta" "M7"
"ENSG00000104299" "grey" "M0"
"ENSG00000104312" "yellow" "M2"
"ENSG00000104313" "red" "M4"
"ENSG00000104320" "yellow" "M2"
"ENSG00000104324" "grey" "M0"
"ENSG00000104325" "grey" "M0"
"ENSG00000104327" "grey" "M0"
"ENSG00000104331" "grey" "M0"
"ENSG00000104332" "grey" "M0"
"ENSG00000104341" "yellow" "M2"
"ENSG00000104343" "grey" "M0"
"ENSG00000104356" "magenta" "M7"
"ENSG00000104365" "grey" "M0"
"ENSG00000104368" "greenyellow" "M9"
"ENSG00000104369" "yellow" "M2"
"ENSG00000104375" "brown" "M11"
"ENSG00000104381" "magenta" "M7"
"ENSG00000104388" "grey" "M0"
"ENSG00000104408" "grey" "M0"
"ENSG00000104412" "pink" "M6"
"ENSG00000104427" "grey" "M0"
"ENSG00000104435" "pink" "M6"
"ENSG00000104442" "grey" "M0"
"ENSG00000104447" "grey" "M0"
"ENSG00000104472" "grey" "M0"
"ENSG00000104490" "magenta" "M7"
"ENSG00000104497" "magenta" "M7"
"ENSG00000104517" "grey" "M0"
"ENSG00000104522" "purple" "M8"
"ENSG00000104524" "greenyellow" "M9"
"ENSG00000104529" "grey" "M0"
"ENSG00000104549" "yellow" "M2"
"ENSG00000104613" "magenta" "M7"
"ENSG00000104626" "yellow" "M2"
"ENSG00000104635" "yellow" "M2"
"ENSG00000104643" "grey" "M0"
"ENSG00000104660" "magenta" "M7"
"ENSG00000104671" "grey" "M0"
"ENSG00000104679" "grey" "M0"
"ENSG00000104687" "grey" "M0"
"ENSG00000104691" "yellow" "M2"
"ENSG00000104695" "yellow" "M2"
"ENSG00000104714" "grey" "M0"
"ENSG00000104722" "brown" "M11"
"ENSG00000104723" "grey" "M0"
"ENSG00000104725" "purple" "M8"
"ENSG00000104728" "grey" "M0"
"ENSG00000104731" "grey" "M0"
"ENSG00000104738" "grey" "M0"
"ENSG00000104756" "blue" "M10"
"ENSG00000104763" "grey" "M0"
"ENSG00000104765" "black" "M5"
"ENSG00000104774" "red" "M4"
"ENSG00000104805" "greenyellow" "M9"
"ENSG00000104812" "turquoise" "M1"
"ENSG00000104823" "red" "M4"
"ENSG00000104824" "grey" "M0"
"ENSG00000104825" "purple" "M8"
"ENSG00000104852" "grey" "M0"
"ENSG00000104853" "grey" "M0"
"ENSG00000104856" "yellow" "M2"
"ENSG00000104859" "grey" "M0"
"ENSG00000104863" "grey" "M0"
"ENSG00000104866" "grey" "M0"
"ENSG00000104870" "red" "M4"
"ENSG00000104872" "grey" "M0"
"ENSG00000104880" "grey" "M0"
"ENSG00000104881" "grey" "M0"
"ENSG00000104884" "grey" "M0"
"ENSG00000104885" "grey" "M0"
"ENSG00000104886" "grey" "M0"
"ENSG00000104889" "grey" "M0"
"ENSG00000104894" "turquoise" "M1"
"ENSG00000104897" "grey" "M0"
"ENSG00000104899" "yellow" "M2"
"ENSG00000104901" "black" "M5"
"ENSG00000104904" "purple" "M8"
"ENSG00000104907" "grey" "M0"
"ENSG00000104915" "brown" "M11"
"ENSG00000104936" "grey" "M0"
"ENSG00000104946" "turquoise" "M1"
"ENSG00000104957" "turquoise" "M1"
"ENSG00000104960" "grey" "M0"
"ENSG00000104964" "grey" "M0"
"ENSG00000104967" "turquoise" "M1"
"ENSG00000104969" "grey" "M0"
"ENSG00000104973" "turquoise" "M1"
"ENSG00000104976" "purple" "M8"
"ENSG00000104979" "yellow" "M2"
"ENSG00000104980" "purple" "M8"
"ENSG00000104983" "red" "M4"
"ENSG00000104998" "purple" "M8"
"ENSG00000105011" "grey" "M0"
"ENSG00000105053" "grey" "M0"
"ENSG00000105058" "grey" "M0"
"ENSG00000105063" "grey" "M0"
"ENSG00000105072" "turquoise" "M1"
"ENSG00000105085" "blue" "M10"
"ENSG00000105088" "red" "M4"
"ENSG00000105127" "grey" "M0"
"ENSG00000105135" "grey" "M0"
"ENSG00000105136" "turquoise" "M1"
"ENSG00000105137" "purple" "M8"
"ENSG00000105143" "grey" "M0"
"ENSG00000105171" "grey" "M0"
"ENSG00000105173" "yellow" "M2"
"ENSG00000105176" "grey" "M0"
"ENSG00000105185" "yellow" "M2"
"ENSG00000105186" "grey" "M0"
"ENSG00000105193" "blue" "M10"
"ENSG00000105197" "grey" "M0"
"ENSG00000105202" "grey" "M0"
"ENSG00000105204" "turquoise" "M1"
"ENSG00000105220" "grey" "M0"
"ENSG00000105221" "grey" "M0"
"ENSG00000105223" "greenyellow" "M9"
"ENSG00000105227" "pink" "M6"
"ENSG00000105229" "grey" "M0"
"ENSG00000105245" "greenyellow" "M9"
"ENSG00000105248" "yellow" "M2"
"ENSG00000105251" "black" "M5"
"ENSG00000105254" "grey" "M0"
"ENSG00000105255" "grey" "M0"
"ENSG00000105258" "brown" "M11"
"ENSG00000105270" "turquoise" "M1"
"ENSG00000105281" "purple" "M8"
"ENSG00000105287" "red" "M4"
"ENSG00000105290" "grey" "M0"
"ENSG00000105298" "grey" "M0"
"ENSG00000105321" "greenyellow" "M9"
"ENSG00000105323" "grey" "M0"
"ENSG00000105325" "grey" "M0"
"ENSG00000105327" "turquoise" "M1"
"ENSG00000105329" "purple" "M8"
"ENSG00000105341" "grey" "M0"
"ENSG00000105355" "black" "M5"
"ENSG00000105364" "purple" "M8"
"ENSG00000105372" "grey" "M0"
"ENSG00000105373" "red" "M4"
"ENSG00000105379" "greenyellow" "M9"
"ENSG00000105393" "grey" "M0"
"ENSG00000105397" "red" "M4"
"ENSG00000105401" "grey" "M0"
"ENSG00000105402" "grey" "M0"
"ENSG00000105404" "greenyellow" "M9"
"ENSG00000105409" "grey" "M0"
"ENSG00000105419" "brown" "M11"
"ENSG00000105426" "grey" "M0"
"ENSG00000105427" "grey" "M0"
"ENSG00000105429" "turquoise" "M1"
"ENSG00000105438" "grey" "M0"
"ENSG00000105443" "grey" "M0"
"ENSG00000105447" "yellow" "M2"
"ENSG00000105472" "red" "M4"
"ENSG00000105483" "turquoise" "M1"
"ENSG00000105486" "grey" "M0"
"ENSG00000105497" "turquoise" "M1"
"ENSG00000105514" "turquoise" "M1"
"ENSG00000105518" "grey" "M0"
"ENSG00000105520" "red" "M4"
"ENSG00000105552" "grey" "M0"
"ENSG00000105556" "grey" "M0"
"ENSG00000105559" "black" "M5"
"ENSG00000105568" "grey" "M0"
"ENSG00000105576" "grey" "M0"
"ENSG00000105583" "grey" "M0"
"ENSG00000105605" "grey" "M0"
"ENSG00000105607" "grey" "M0"
"ENSG00000105612" "black" "M5"
"ENSG00000105613" "turquoise" "M1"
"ENSG00000105617" "purple" "M8"
"ENSG00000105618" "grey" "M0"
"ENSG00000105619" "purple" "M8"
"ENSG00000105640" "blue" "M10"
"ENSG00000105649" "grey" "M0"
"ENSG00000105655" "grey" "M0"
"ENSG00000105656" "grey" "M0"
"ENSG00000105662" "grey" "M0"
"ENSG00000105669" "greenyellow" "M9"
"ENSG00000105671" "grey" "M0"
"ENSG00000105676" "purple" "M8"
"ENSG00000105677" "purple" "M8"
"ENSG00000105696" "red" "M4"
"ENSG00000105698" "grey" "M0"
"ENSG00000105699" "pink" "M6"
"ENSG00000105700" "grey" "M0"
"ENSG00000105701" "grey" "M0"
"ENSG00000105705" "grey" "M0"
"ENSG00000105708" "grey" "M0"
"ENSG00000105717" "black" "M5"
"ENSG00000105722" "grey" "M0"
"ENSG00000105723" "grey" "M0"
"ENSG00000105726" "grey" "M0"
"ENSG00000105732" "purple" "M8"
"ENSG00000105737" "pink" "M6"
"ENSG00000105738" "grey" "M0"
"ENSG00000105750" "grey" "M0"
"ENSG00000105755" "grey" "M0"
"ENSG00000105767" "grey" "M0"
"ENSG00000105771" "grey" "M0"
"ENSG00000105778" "grey" "M0"
"ENSG00000105793" "grey" "M0"
"ENSG00000105810" "yellow" "M2"
"ENSG00000105819" "grey" "M0"
"ENSG00000105821" "yellow" "M2"
"ENSG00000105825" "yellow" "M2"
"ENSG00000105829" "grey" "M0"
"ENSG00000105835" "yellow" "M2"
"ENSG00000105849" "yellow" "M2"
"ENSG00000105854" "grey" "M0"
"ENSG00000105855" "yellow" "M2"
"ENSG00000105856" "turquoise" "M1"
"ENSG00000105865" "grey" "M0"
"ENSG00000105866" "grey" "M0"
"ENSG00000105875" "red" "M4"
"ENSG00000105879" "grey" "M0"
"ENSG00000105887" "grey" "M0"
"ENSG00000105894" "grey" "M0"
"ENSG00000105926" "magenta" "M7"
"ENSG00000105928" "grey" "M0"
"ENSG00000105939" "grey" "M0"
"ENSG00000105948" "pink" "M6"
"ENSG00000105953" "grey" "M0"
"ENSG00000105968" "grey" "M0"
"ENSG00000105983" "grey" "M0"
"ENSG00000105988" "green" "M3"
"ENSG00000105993" "blue" "M10"
"ENSG00000105996" "grey" "M0"
"ENSG00000106003" "grey" "M0"
"ENSG00000106009" "grey" "M0"
"ENSG00000106012" "pink" "M6"
"ENSG00000106025" "yellow" "M2"
"ENSG00000106028" "grey" "M0"
"ENSG00000106034" "red" "M4"
"ENSG00000106049" "black" "M5"
"ENSG00000106052" "grey" "M0"
"ENSG00000106066" "grey" "M0"
"ENSG00000106070" "magenta" "M7"
"ENSG00000106077" "grey" "M0"
"ENSG00000106080" "greenyellow" "M9"
"ENSG00000106086" "grey" "M0"
"ENSG00000106089" "grey" "M0"
"ENSG00000106100" "grey" "M0"
"ENSG00000106105" "purple" "M8"
"ENSG00000106123" "grey" "M0"
"ENSG00000106144" "grey" "M0"
"ENSG00000106153" "grey" "M0"
"ENSG00000106211" "greenyellow" "M9"
"ENSG00000106236" "yellow" "M2"
"ENSG00000106244" "blue" "M10"
"ENSG00000106245" "purple" "M8"
"ENSG00000106261" "turquoise" "M1"
"ENSG00000106263" "purple" "M8"
"ENSG00000106266" "purple" "M8"
"ENSG00000106268" "purple" "M8"
"ENSG00000106278" "grey" "M0"
"ENSG00000106290" "grey" "M0"
"ENSG00000106299" "grey" "M0"
"ENSG00000106305" "yellow" "M2"
"ENSG00000106330" "red" "M4"
"ENSG00000106333" "red" "M4"
"ENSG00000106344" "grey" "M0"
"ENSG00000106346" "grey" "M0"
"ENSG00000106348" "yellow" "M2"
"ENSG00000106351" "grey" "M0"
"ENSG00000106355" "yellow" "M2"
"ENSG00000106366" "purple" "M8"
"ENSG00000106367" "grey" "M0"
"ENSG00000106392" "grey" "M0"
"ENSG00000106397" "greenyellow" "M9"
"ENSG00000106399" "grey" "M0"
"ENSG00000106400" "greenyellow" "M9"
"ENSG00000106404" "grey" "M0"
"ENSG00000106415" "grey" "M0"
"ENSG00000106443" "grey" "M0"
"ENSG00000106459" "grey" "M0"
"ENSG00000106460" "turquoise" "M1"
"ENSG00000106462" "grey" "M0"
"ENSG00000106477" "grey" "M0"
"ENSG00000106479" "turquoise" "M1"
"ENSG00000106484" "grey" "M0"
"ENSG00000106524" "pink" "M6"
"ENSG00000106537" "magenta" "M7"
"ENSG00000106538" "grey" "M0"
"ENSG00000106554" "green" "M3"
"ENSG00000106571" "grey" "M0"
"ENSG00000106588" "grey" "M0"
"ENSG00000106591" "yellow" "M2"
"ENSG00000106603" "grey" "M0"
"ENSG00000106605" "purple" "M8"
"ENSG00000106608" "grey" "M0"
"ENSG00000106609" "grey" "M0"
"ENSG00000106610" "pink" "M6"
"ENSG00000106615" "blue" "M10"
"ENSG00000106617" "purple" "M8"
"ENSG00000106624" "greenyellow" "M9"
"ENSG00000106628" "grey" "M0"
"ENSG00000106635" "yellow" "M2"
"ENSG00000106636" "grey" "M0"
"ENSG00000106638" "greenyellow" "M9"
"ENSG00000106665" "grey" "M0"
"ENSG00000106682" "blue" "M10"
"ENSG00000106683" "grey" "M0"
"ENSG00000106689" "pink" "M6"
"ENSG00000106692" "grey" "M0"
"ENSG00000106701" "grey" "M0"
"ENSG00000106714" "red" "M4"
"ENSG00000106723" "grey" "M0"
"ENSG00000106771" "grey" "M0"
"ENSG00000106780" "grey" "M0"
"ENSG00000106789" "red" "M4"
"ENSG00000106799" "grey" "M0"
"ENSG00000106803" "brown" "M11"
"ENSG00000106804" "black" "M5"
"ENSG00000106829" "pink" "M6"
"ENSG00000106852" "red" "M4"
"ENSG00000106853" "grey" "M0"
"ENSG00000106868" "purple" "M8"
"ENSG00000106948" "red" "M4"
"ENSG00000106976" "turquoise" "M1"
"ENSG00000106991" "greenyellow" "M9"
"ENSG00000106992" "greenyellow" "M9"
"ENSG00000106993" "grey" "M0"
"ENSG00000107020" "grey" "M0"
"ENSG00000107021" "grey" "M0"
"ENSG00000107036" "grey" "M0"
"ENSG00000107077" "turquoise" "M1"
"ENSG00000107104" "grey" "M0"
"ENSG00000107105" "grey" "M0"
"ENSG00000107130" "purple" "M8"
"ENSG00000107140" "black" "M5"
"ENSG00000107164" "grey" "M0"
"ENSG00000107175" "grey" "M0"
"ENSG00000107185" "grey" "M0"
"ENSG00000107186" "grey" "M0"
"ENSG00000107201" "grey" "M0"
"ENSG00000107223" "grey" "M0"
"ENSG00000107242" "magenta" "M7"
"ENSG00000107262" "yellow" "M2"
"ENSG00000107263" "grey" "M0"
"ENSG00000107281" "grey" "M0"
"ENSG00000107290" "grey" "M0"
"ENSG00000107331" "turquoise" "M1"
"ENSG00000107338" "pink" "M6"
"ENSG00000107341" "grey" "M0"
"ENSG00000107362" "magenta" "M7"
"ENSG00000107371" "yellow" "M2"
"ENSG00000107372" "magenta" "M7"
"ENSG00000107404" "grey" "M0"
"ENSG00000107438" "purple" "M8"
"ENSG00000107443" "magenta" "M7"
"ENSG00000107518" "grey" "M0"
"ENSG00000107521" "grey" "M0"
"ENSG00000107537" "grey" "M0"
"ENSG00000107551" "grey" "M0"
"ENSG00000107554" "yellow" "M2"
"ENSG00000107560" "pink" "M6"
"ENSG00000107562" "red" "M4"
"ENSG00000107566" "yellow" "M2"
"ENSG00000107581" "grey" "M0"
"ENSG00000107614" "grey" "M0"
"ENSG00000107623" "black" "M5"
"ENSG00000107625" "grey" "M0"
"ENSG00000107643" "grey" "M0"
"ENSG00000107651" "grey" "M0"
"ENSG00000107669" "grey" "M0"
"ENSG00000107672" "grey" "M0"
"ENSG00000107679" "grey" "M0"
"ENSG00000107719" "greenyellow" "M9"
"ENSG00000107731" "grey" "M0"
"ENSG00000107745" "grey" "M0"
"ENSG00000107758" "grey" "M0"
"ENSG00000107771" "grey" "M0"
"ENSG00000107779" "grey" "M0"
"ENSG00000107789" "grey" "M0"
"ENSG00000107796" "greenyellow" "M9"
"ENSG00000107798" "brown" "M11"
"ENSG00000107815" "yellow" "M2"
"ENSG00000107816" "turquoise" "M1"
"ENSG00000107819" "grey" "M0"
"ENSG00000107821" "red" "M4"
"ENSG00000107829" "black" "M5"
"ENSG00000107833" "purple" "M8"
"ENSG00000107854" "grey" "M0"
"ENSG00000107862" "grey" "M0"
"ENSG00000107863" "grey" "M0"
"ENSG00000107872" "grey" "M0"
"ENSG00000107874" "grey" "M0"
"ENSG00000107882" "turquoise" "M1"
"ENSG00000107890" "turquoise" "M1"
"ENSG00000107897" "grey" "M0"
"ENSG00000107902" "black" "M5"
"ENSG00000107929" "grey" "M0"
"ENSG00000107937" "yellow" "M2"
"ENSG00000107938" "grey" "M0"
"ENSG00000107949" "yellow" "M2"
"ENSG00000107951" "grey" "M0"
"ENSG00000107957" "grey" "M0"
"ENSG00000107959" "grey" "M0"
"ENSG00000107960" "greenyellow" "M9"
"ENSG00000107968" "pink" "M6"
"ENSG00000107984" "grey" "M0"
"ENSG00000108001" "grey" "M0"
"ENSG00000108010" "blue" "M10"
