"Symbol" "moduleLabel"
"ENSG00000110768" "M0"
"ENSG00000110786" "M1"
"ENSG00000110811" "M4"
"ENSG00000110841" "M0"
"ENSG00000110844" "M5"
"ENSG00000110851" "M0"
"ENSG00000110871" "M0"
"ENSG00000110880" "M0"
"ENSG00000110881" "M0"
"ENSG00000110888" "M0"
"ENSG00000110900" "M0"
"ENSG00000110906" "M0"
"ENSG00000110911" "M0"
"ENSG00000110917" "M0"
"ENSG00000110921" "M2"
"ENSG00000110925" "M0"
"ENSG00000110931" "M0"
"ENSG00000110955" "M0"
"ENSG00000110958" "M0"
"ENSG00000110987" "M0"
"ENSG00000111011" "M0"
"ENSG00000111052" "M0"
"ENSG00000111057" "M0"
"ENSG00000111058" "M10"
"ENSG00000111077" "M4"
"ENSG00000111087" "M0"
"ENSG00000111110" "M0"
"ENSG00000111142" "M9"
"ENSG00000111144" "M0"
"ENSG00000111145" "M4"
"ENSG00000111186" "M0"
"ENSG00000111196" "M9"
"ENSG00000111203" "M0"
"ENSG00000111206" "M11"
"ENSG00000111215" "M0"
"ENSG00000111224" "M0"
"ENSG00000111229" "M0"
"ENSG00000111231" "M0"
"ENSG00000111237" "M0"
"ENSG00000111247" "M11"
"ENSG00000111249" "M13"
"ENSG00000111252" "M6"
"ENSG00000111254" "M0"
"ENSG00000111261" "M10"
"ENSG00000111266" "M6"
"ENSG00000111269" "M6"
"ENSG00000111271" "M0"
"ENSG00000111275" "M0"
"ENSG00000111276" "M0"
"ENSG00000111300" "M0"
"ENSG00000111328" "M20"
"ENSG00000111341" "M0"
"ENSG00000111358" "M0"
"ENSG00000111361" "M0"
"ENSG00000111364" "M0"
"ENSG00000111371" "M0"
"ENSG00000111412" "M0"
"ENSG00000111432" "M14"
"ENSG00000111445" "M11"
"ENSG00000111450" "M0"
"ENSG00000111481" "M0"
"ENSG00000111490" "M2"
"ENSG00000111530" "M0"
"ENSG00000111540" "M0"
"ENSG00000111554" "M7"
"ENSG00000111581" "M0"
"ENSG00000111596" "M0"
"ENSG00000111602" "M11"
"ENSG00000111605" "M0"
"ENSG00000111615" "M0"
"ENSG00000111639" "M9"
"ENSG00000111640" "M0"
"ENSG00000111641" "M15"
"ENSG00000111642" "M0"
"ENSG00000111644" "M3"
"ENSG00000111647" "M0"
"ENSG00000111652" "M0"
"ENSG00000111653" "M0"
"ENSG00000111664" "M0"
"ENSG00000111665" "M11"
"ENSG00000111666" "M0"
"ENSG00000111667" "M0"
"ENSG00000111669" "M0"
"ENSG00000111670" "M1"
"ENSG00000111671" "M0"
"ENSG00000111674" "M1"
"ENSG00000111676" "M17"
"ENSG00000111678" "M0"
"ENSG00000111684" "M0"
"ENSG00000111696" "M0"
"ENSG00000111707" "M0"
"ENSG00000111711" "M14"
"ENSG00000111716" "M0"
"ENSG00000111725" "M0"
"ENSG00000111726" "M0"
"ENSG00000111727" "M0"
"ENSG00000111728" "M0"
"ENSG00000111731" "M0"
"ENSG00000111737" "M0"
"ENSG00000111752" "M0"
"ENSG00000111775" "M2"
"ENSG00000111783" "M0"
"ENSG00000111785" "M0"
"ENSG00000111786" "M0"
"ENSG00000111788" "M0"
"ENSG00000111790" "M0"
"ENSG00000111799" "M4"
"ENSG00000111801" "M0"
"ENSG00000111802" "M9"
"ENSG00000111817" "M4"
"ENSG00000111832" "M0"
"ENSG00000111834" "M7"
"ENSG00000111843" "M0"
"ENSG00000111845" "M9"
"ENSG00000111846" "M0"
"ENSG00000111850" "M14"
"ENSG00000111859" "M6"
"ENSG00000111860" "M0"
"ENSG00000111875" "M9"
"ENSG00000111877" "M0"
"ENSG00000111879" "M0"
"ENSG00000111880" "M12"
"ENSG00000111885" "M0"
"ENSG00000111897" "M0"
"ENSG00000111906" "M0"
"ENSG00000111911" "M0"
"ENSG00000111912" "M0"
"ENSG00000111913" "M13"
"ENSG00000111961" "M1"
"ENSG00000111962" "M0"
"ENSG00000112029" "M11"
"ENSG00000112031" "M0"
"ENSG00000112033" "M17"
"ENSG00000112039" "M0"
"ENSG00000112062" "M0"
"ENSG00000112078" "M0"
"ENSG00000112079" "M0"
"ENSG00000112081" "M9"
"ENSG00000112096" "M0"
"ENSG00000112110" "M0"
"ENSG00000112118" "M0"
"ENSG00000112130" "M0"
"ENSG00000112137" "M0"
"ENSG00000112139" "M0"
"ENSG00000112144" "M20"
"ENSG00000112146" "M0"
"ENSG00000112149" "M13"
"ENSG00000112159" "M0"
"ENSG00000112167" "M0"
"ENSG00000112182" "M0"
"ENSG00000112183" "M0"
"ENSG00000112186" "M0"
"ENSG00000112200" "M0"
"ENSG00000112208" "M0"
"ENSG00000112210" "M16"
"ENSG00000112218" "M0"
"ENSG00000112232" "M0"
"ENSG00000112234" "M1"
"ENSG00000112237" "M0"
"ENSG00000112238" "M0"
"ENSG00000112242" "M6"
"ENSG00000112245" "M0"
"ENSG00000112249" "M0"
"ENSG00000112276" "M18"
"ENSG00000112280" "M0"
"ENSG00000112282" "M0"
"ENSG00000112290" "M0"
"ENSG00000112293" "M2"
"ENSG00000112294" "M2"
"ENSG00000112304" "M0"
"ENSG00000112305" "M1"
"ENSG00000112306" "M19"
"ENSG00000112308" "M0"
"ENSG00000112309" "M7"
"ENSG00000112312" "M0"
"ENSG00000112320" "M0"
"ENSG00000112335" "M0"
"ENSG00000112339" "M0"
"ENSG00000112357" "M0"
"ENSG00000112365" "M0"
"ENSG00000112367" "M0"
"ENSG00000112378" "M0"
"ENSG00000112379" "M0"
"ENSG00000112406" "M0"
"ENSG00000112419" "M0"
"ENSG00000112425" "M0"
"ENSG00000112473" "M0"
"ENSG00000112511" "M5"
"ENSG00000112514" "M0"
"ENSG00000112530" "M0"
"ENSG00000112531" "M0"
"ENSG00000112539" "M7"
"ENSG00000112541" "M1"
"ENSG00000112559" "M0"
"ENSG00000112562" "M0"
"ENSG00000112576" "M16"
"ENSG00000112578" "M18"
"ENSG00000112584" "M0"
"ENSG00000112592" "M0"
"ENSG00000112599" "M15"
"ENSG00000112624" "M0"
"ENSG00000112640" "M0"
"ENSG00000112651" "M0"
"ENSG00000112655" "M4"
"ENSG00000112658" "M0"
"ENSG00000112659" "M3"
"ENSG00000112667" "M0"
"ENSG00000112679" "M0"
"ENSG00000112685" "M0"
"ENSG00000112695" "M0"
"ENSG00000112697" "M0"
"ENSG00000112699" "M0"
"ENSG00000112701" "M0"
"ENSG00000112715" "M1"
"ENSG00000112739" "M0"
"ENSG00000112742" "M11"
"ENSG00000112759" "M1"
"ENSG00000112763" "M0"
"ENSG00000112769" "M4"
"ENSG00000112773" "M0"
"ENSG00000112787" "M17"
"ENSG00000112796" "M1"
"ENSG00000112851" "M6"
"ENSG00000112852" "M0"
"ENSG00000112855" "M0"
"ENSG00000112874" "M7"
"ENSG00000112877" "M0"
"ENSG00000112893" "M0"
"ENSG00000112902" "M1"
"ENSG00000112936" "M0"
"ENSG00000112941" "M0"
"ENSG00000112964" "M14"
"ENSG00000112972" "M2"
"ENSG00000112977" "M0"
"ENSG00000112981" "M14"
"ENSG00000112983" "M0"
"ENSG00000112984" "M11"
"ENSG00000112992" "M0"
"ENSG00000112996" "M0"
"ENSG00000113013" "M0"
"ENSG00000113048" "M0"
"ENSG00000113068" "M0"
"ENSG00000113070" "M6"
"ENSG00000113083" "M4"
"ENSG00000113100" "M1"
"ENSG00000113108" "M5"
"ENSG00000113119" "M3"
"ENSG00000113140" "M4"
"ENSG00000113141" "M0"
"ENSG00000113161" "M2"
"ENSG00000113163" "M14"
"ENSG00000113194" "M0"
"ENSG00000113205" "M2"
"ENSG00000113209" "M13"
"ENSG00000113211" "M0"
"ENSG00000113231" "M12"
"ENSG00000113240" "M0"
"ENSG00000113248" "M1"
"ENSG00000113269" "M0"
"ENSG00000113272" "M0"
"ENSG00000113273" "M16"
"ENSG00000113282" "M0"
"ENSG00000113296" "M0"
"ENSG00000113300" "M0"
"ENSG00000113312" "M9"
"ENSG00000113318" "M0"
"ENSG00000113319" "M14"
"ENSG00000113327" "M1"
"ENSG00000113328" "M0"
"ENSG00000113360" "M0"
"ENSG00000113361" "M6"
"ENSG00000113368" "M0"
"ENSG00000113369" "M0"
"ENSG00000113384" "M0"
"ENSG00000113387" "M0"
"ENSG00000113391" "M1"
"ENSG00000113407" "M15"
"ENSG00000113430" "M1"
"ENSG00000113441" "M12"
"ENSG00000113448" "M6"
"ENSG00000113456" "M0"
"ENSG00000113460" "M0"
"ENSG00000113504" "M3"
"ENSG00000113522" "M10"
"ENSG00000113532" "M0"
"ENSG00000113552" "M10"
"ENSG00000113558" "M0"
"ENSG00000113569" "M0"
"ENSG00000113575" "M0"
"ENSG00000113578" "M0"
"ENSG00000113580" "M7"
"ENSG00000113583" "M14"
"ENSG00000113593" "M0"
"ENSG00000113594" "M0"
"ENSG00000113595" "M14"
"ENSG00000113597" "M0"
"ENSG00000113615" "M14"
"ENSG00000113621" "M0"
"ENSG00000113638" "M14"
"ENSG00000113643" "M0"
"ENSG00000113645" "M18"
"ENSG00000113648" "M0"
"ENSG00000113649" "M0"
"ENSG00000113657" "M0"
"ENSG00000113658" "M4"
"ENSG00000113712" "M0"
"ENSG00000113716" "M0"
"ENSG00000113719" "M0"
"ENSG00000113721" "M4"
"ENSG00000113732" "M8"
"ENSG00000113734" "M0"
"ENSG00000113739" "M0"
"ENSG00000113742" "M1"
"ENSG00000113758" "M0"
"ENSG00000113761" "M0"
"ENSG00000113763" "M3"
"ENSG00000113790" "M1"
"ENSG00000113805" "M0"
"ENSG00000113810" "M11"
"ENSG00000113811" "M9"
"ENSG00000113812" "M0"
"ENSG00000113838" "M0"
"ENSG00000113845" "M0"
"ENSG00000113851" "M0"
"ENSG00000113916" "M6"
"ENSG00000113966" "M14"
"ENSG00000113971" "M0"
"ENSG00000114019" "M16"
"ENSG00000114021" "M0"
"ENSG00000114023" "M0"
"ENSG00000114026" "M0"
"ENSG00000114030" "M0"
"ENSG00000114054" "M0"
"ENSG00000114062" "M0"
"ENSG00000114098" "M0"
"ENSG00000114107" "M0"
"ENSG00000114115" "M13"
"ENSG00000114120" "M0"
"ENSG00000114125" "M0"
"ENSG00000114126" "M0"
"ENSG00000114127" "M0"
"ENSG00000114166" "M0"
"ENSG00000114200" "M0"
"ENSG00000114209" "M0"
"ENSG00000114251" "M0"
"ENSG00000114268" "M0"
"ENSG00000114270" "M5"
"ENSG00000114279" "M1"
"ENSG00000114302" "M0"
"ENSG00000114315" "M3"
"ENSG00000114316" "M0"
"ENSG00000114331" "M14"
"ENSG00000114346" "M11"
"ENSG00000114353" "M17"
"ENSG00000114354" "M0"
"ENSG00000114374" "M3"
"ENSG00000114383" "M0"
"ENSG00000114388" "M0"
"ENSG00000114391" "M19"
"ENSG00000114395" "M0"
"ENSG00000114405" "M10"
"ENSG00000114416" "M0"
"ENSG00000114423" "M0"
"ENSG00000114439" "M0"
"ENSG00000114446" "M9"
"ENSG00000114450" "M0"
"ENSG00000114473" "M7"
"ENSG00000114480" "M0"
"ENSG00000114491" "M18"
"ENSG00000114503" "M0"
"ENSG00000114520" "M0"
"ENSG00000114541" "M6"
"ENSG00000114544" "M0"
"ENSG00000114554" "M0"
"ENSG00000114573" "M0"
"ENSG00000114626" "M3"
"ENSG00000114631" "M0"
"ENSG00000114646" "M7"
"ENSG00000114648" "M0"
"ENSG00000114650" "M0"
"ENSG00000114654" "M7"
"ENSG00000114670" "M10"
"ENSG00000114686" "M9"
"ENSG00000114698" "M0"
"ENSG00000114735" "M0"
"ENSG00000114738" "M0"
"ENSG00000114739" "M0"
"ENSG00000114742" "M0"
"ENSG00000114744" "M0"
"ENSG00000114745" "M0"
"ENSG00000114757" "M0"
"ENSG00000114767" "M9"
"ENSG00000114770" "M0"
"ENSG00000114779" "M0"
"ENSG00000114784" "M0"
"ENSG00000114790" "M0"
"ENSG00000114796" "M0"
"ENSG00000114805" "M13"
"ENSG00000114841" "M0"
"ENSG00000114850" "M16"
"ENSG00000114853" "M0"
"ENSG00000114857" "M0"
"ENSG00000114859" "M0"
"ENSG00000114861" "M13"
"ENSG00000114867" "M0"
"ENSG00000114902" "M0"
"ENSG00000114904" "M0"
"ENSG00000114923" "M13"
"ENSG00000114933" "M0"
"ENSG00000114942" "M20"
"ENSG00000114948" "M2"
"ENSG00000114956" "M0"
"ENSG00000114978" "M0"
"ENSG00000114982" "M0"
"ENSG00000114988" "M0"
"ENSG00000114993" "M0"
"ENSG00000114999" "M0"
"ENSG00000115020" "M0"
"ENSG00000115042" "M0"
"ENSG00000115053" "M0"
"ENSG00000115073" "M0"
"ENSG00000115084" "M12"
"ENSG00000115091" "M12"
"ENSG00000115109" "M0"
"ENSG00000115128" "M9"
"ENSG00000115129" "M0"
"ENSG00000115137" "M0"
"ENSG00000115145" "M0"
"ENSG00000115159" "M0"
"ENSG00000115163" "M11"
"ENSG00000115170" "M8"
"ENSG00000115183" "M6"
"ENSG00000115194" "M3"
"ENSG00000115204" "M0"
"ENSG00000115207" "M0"
"ENSG00000115211" "M0"
"ENSG00000115216" "M0"
"ENSG00000115226" "M0"
"ENSG00000115232" "M18"
"ENSG00000115233" "M0"
"ENSG00000115234" "M0"
"ENSG00000115241" "M0"
"ENSG00000115252" "M2"
"ENSG00000115255" "M0"
"ENSG00000115257" "M0"
"ENSG00000115266" "M0"
"ENSG00000115268" "M0"
"ENSG00000115271" "M13"
"ENSG00000115274" "M15"
"ENSG00000115275" "M0"
"ENSG00000115282" "M5"
"ENSG00000115286" "M0"
"ENSG00000115289" "M0"
"ENSG00000115290" "M2"
"ENSG00000115295" "M0"
"ENSG00000115306" "M0"
"ENSG00000115307" "M0"
"ENSG00000115310" "M0"
"ENSG00000115317" "M0"
"ENSG00000115318" "M3"
"ENSG00000115325" "M3"
"ENSG00000115350" "M10"
"ENSG00000115353" "M0"
"ENSG00000115355" "M2"
"ENSG00000115364" "M0"
"ENSG00000115365" "M0"
"ENSG00000115368" "M0"
"ENSG00000115380" "M0"
"ENSG00000115392" "M0"
"ENSG00000115414" "M4"
"ENSG00000115415" "M0"
"ENSG00000115419" "M0"
"ENSG00000115421" "M0"
"ENSG00000115425" "M0"
"ENSG00000115446" "M0"
"ENSG00000115457" "M0"
"ENSG00000115459" "M0"
"ENSG00000115461" "M4"
"ENSG00000115464" "M0"
"ENSG00000115468" "M8"
"ENSG00000115484" "M18"
"ENSG00000115486" "M0"
"ENSG00000115504" "M0"
"ENSG00000115514" "M12"
"ENSG00000115520" "M0"
"ENSG00000115524" "M0"
"ENSG00000115525" "M0"
"ENSG00000115526" "M0"
"ENSG00000115539" "M18"
"ENSG00000115540" "M12"
"ENSG00000115541" "M9"
"ENSG00000115548" "M0"
"ENSG00000115556" "M0"
"ENSG00000115561" "M0"
"ENSG00000115568" "M0"
"ENSG00000115641" "M0"
"ENSG00000115649" "M0"
"ENSG00000115652" "M0"
"ENSG00000115657" "M0"
"ENSG00000115661" "M0"
"ENSG00000115677" "M0"
"ENSG00000115685" "M0"
"ENSG00000115687" "M0"
"ENSG00000115694" "M0"
"ENSG00000115738" "M0"
"ENSG00000115750" "M9"
"ENSG00000115756" "M5"
"ENSG00000115758" "M0"
"ENSG00000115760" "M0"
"ENSG00000115761" "M0"
"ENSG00000115762" "M0"
"ENSG00000115806" "M0"
"ENSG00000115808" "M0"
"ENSG00000115816" "M9"
"ENSG00000115825" "M4"
"ENSG00000115827" "M0"
"ENSG00000115839" "M0"
"ENSG00000115840" "M2"
"ENSG00000115866" "M7"
"ENSG00000115875" "M9"
"ENSG00000115884" "M4"
"ENSG00000115896" "M13"
"ENSG00000115902" "M0"
"ENSG00000115904" "M0"
"ENSG00000115935" "M0"
"ENSG00000115942" "M0"
"ENSG00000115944" "M0"
"ENSG00000115946" "M9"
"ENSG00000115947" "M0"
"ENSG00000115963" "M0"
"ENSG00000115966" "M0"
"ENSG00000115970" "M0"
"ENSG00000115977" "M2"
"ENSG00000115993" "M16"
"ENSG00000115998" "M8"
"ENSG00000116001" "M0"
"ENSG00000116005" "M0"
"ENSG00000116017" "M8"
"ENSG00000116030" "M0"
"ENSG00000116032" "M3"
"ENSG00000116044" "M0"
"ENSG00000116062" "M0"
"ENSG00000116095" "M18"
"ENSG00000116096" "M0"
"ENSG00000116106" "M14"
"ENSG00000116117" "M3"
"ENSG00000116120" "M12"
"ENSG00000116127" "M0"
"ENSG00000116128" "M0"
"ENSG00000116132" "M4"
"ENSG00000116133" "M2"
"ENSG00000116138" "M0"
"ENSG00000116141" "M13"
"ENSG00000116147" "M0"
"ENSG00000116151" "M0"
"ENSG00000116157" "M14"
"ENSG00000116161" "M0"
"ENSG00000116171" "M0"
"ENSG00000116176" "M0"
"ENSG00000116183" "M17"
"ENSG00000116191" "M14"
"ENSG00000116194" "M20"
"ENSG00000116198" "M0"
"ENSG00000116199" "M0"
"ENSG00000116205" "M0"
"ENSG00000116209" "M0"
"ENSG00000116212" "M0"
"ENSG00000116213" "M5"
"ENSG00000116221" "M0"
"ENSG00000116237" "M0"
"ENSG00000116251" "M0"
"ENSG00000116254" "M1"
"ENSG00000116260" "M8"
"ENSG00000116266" "M0"
"ENSG00000116273" "M0"
"ENSG00000116285" "M0"
"ENSG00000116288" "M0"
"ENSG00000116299" "M0"
"ENSG00000116337" "M0"
"ENSG00000116350" "M0"
"ENSG00000116353" "M0"
"ENSG00000116396" "M1"
"ENSG00000116406" "M20"
"ENSG00000116455" "M12"
"ENSG00000116459" "M0"
"ENSG00000116473" "M0"
"ENSG00000116478" "M0"
"ENSG00000116489" "M9"
"ENSG00000116497" "M0"
"ENSG00000116514" "M6"
"ENSG00000116521" "M0"
"ENSG00000116525" "M4"
"ENSG00000116539" "M0"
"ENSG00000116544" "M1"
"ENSG00000116560" "M0"
"ENSG00000116574" "M0"
"ENSG00000116580" "M0"
"ENSG00000116584" "M18"
"ENSG00000116586" "M0"
"ENSG00000116604" "M17"
"ENSG00000116641" "M0"
"ENSG00000116649" "M16"
"ENSG00000116652" "M0"
"ENSG00000116661" "M1"
"ENSG00000116663" "M0"
"ENSG00000116667" "M13"
"ENSG00000116668" "M9"
"ENSG00000116670" "M8"
"ENSG00000116675" "M1"
"ENSG00000116679" "M0"
"ENSG00000116685" "M0"
"ENSG00000116688" "M0"
"ENSG00000116691" "M0"
"ENSG00000116698" "M0"
"ENSG00000116704" "M20"
"ENSG00000116711" "M14"
"ENSG00000116717" "M0"
"ENSG00000116729" "M8"
"ENSG00000116731" "M0"
"ENSG00000116741" "M1"
"ENSG00000116745" "M20"
"ENSG00000116747" "M0"
"ENSG00000116750" "M2"
"ENSG00000116752" "M0"
"ENSG00000116754" "M0"
"ENSG00000116761" "M0"
"ENSG00000116774" "M0"
"ENSG00000116786" "M8"
"ENSG00000116791" "M9"
"ENSG00000116793" "M0"
"ENSG00000116809" "M0"
"ENSG00000116815" "M0"
"ENSG00000116819" "M0"
"ENSG00000116852" "M1"
"ENSG00000116857" "M0"
"ENSG00000116863" "M0"
"ENSG00000116871" "M0"
"ENSG00000116874" "M14"
"ENSG00000116883" "M2"
"ENSG00000116885" "M7"
"ENSG00000116898" "M0"
"ENSG00000116903" "M0"
"ENSG00000116906" "M0"
"ENSG00000116918" "M14"
"ENSG00000116922" "M0"
"ENSG00000116954" "M0"
"ENSG00000116957" "M0"
"ENSG00000116962" "M4"
"ENSG00000116977" "M10"
"ENSG00000116983" "M1"
"ENSG00000116984" "M0"
"ENSG00000116990" "M8"
"ENSG00000116991" "M0"
"ENSG00000117000" "M0"
"ENSG00000117010" "M0"
"ENSG00000117013" "M0"
"ENSG00000117016" "M0"
"ENSG00000117020" "M0"
"ENSG00000117036" "M0"
"ENSG00000117054" "M0"
"ENSG00000117069" "M0"
"ENSG00000117114" "M0"
"ENSG00000117118" "M0"
"ENSG00000117122" "M0"
"ENSG00000117133" "M12"
"ENSG00000117139" "M0"
"ENSG00000117143" "M0"
"ENSG00000117151" "M0"
"ENSG00000117152" "M0"
"ENSG00000117153" "M0"
"ENSG00000117154" "M10"
"ENSG00000117155" "M0"
"ENSG00000117174" "M19"
"ENSG00000117222" "M20"
"ENSG00000117242" "M0"
"ENSG00000117245" "M0"
"ENSG00000117266" "M3"
"ENSG00000117280" "M0"
"ENSG00000117289" "M0"
"ENSG00000117298" "M1"
"ENSG00000117305" "M0"
"ENSG00000117308" "M0"
"ENSG00000117318" "M4"
"ENSG00000117335" "M0"
"ENSG00000117360" "M0"
"ENSG00000117362" "M0"
"ENSG00000117385" "M4"
"ENSG00000117394" "M0"
"ENSG00000117395" "M0"
"ENSG00000117399" "M11"
"ENSG00000117407" "M0"
"ENSG00000117408" "M0"
"ENSG00000117410" "M0"
"ENSG00000117411" "M0"
"ENSG00000117419" "M0"
"ENSG00000117425" "M0"
"ENSG00000117448" "M0"
"ENSG00000117450" "M8"
"ENSG00000117461" "M14"
"ENSG00000117475" "M12"
"ENSG00000117477" "M7"
"ENSG00000117479" "M12"
"ENSG00000117480" "M2"
"ENSG00000117481" "M0"
"ENSG00000117500" "M0"
"ENSG00000117505" "M0"
"ENSG00000117519" "M8"
"ENSG00000117523" "M0"
"ENSG00000117525" "M3"
"ENSG00000117528" "M0"
"ENSG00000117533" "M0"
"ENSG00000117543" "M18"
"ENSG00000117569" "M7"
"ENSG00000117592" "M8"
"ENSG00000117593" "M0"
"ENSG00000117597" "M0"
"ENSG00000117598" "M2"
"ENSG00000117600" "M1"
"ENSG00000117602" "M0"
"ENSG00000117614" "M0"
"ENSG00000117616" "M0"
"ENSG00000117620" "M0"
"ENSG00000117625" "M0"
"ENSG00000117632" "M11"
"ENSG00000117640" "M0"
"ENSG00000117643" "M6"
"ENSG00000117650" "M11"
"ENSG00000117676" "M6"
"ENSG00000117682" "M0"
"ENSG00000117691" "M1"
"ENSG00000117697" "M9"
"ENSG00000117707" "M8"
"ENSG00000117713" "M0"
"ENSG00000117724" "M11"
"ENSG00000117748" "M18"
"ENSG00000117751" "M0"
"ENSG00000117758" "M0"
"ENSG00000117791" "M0"
"ENSG00000117859" "M0"
"ENSG00000117862" "M0"
"ENSG00000117868" "M0"
"ENSG00000117899" "M0"
"ENSG00000117906" "M9"
"ENSG00000117971" "M13"
"ENSG00000117984" "M17"
"ENSG00000118007" "M20"
"ENSG00000118046" "M0"
"ENSG00000118058" "M0"
"ENSG00000118096" "M0"
"ENSG00000118160" "M3"
"ENSG00000118162" "M0"
"ENSG00000118181" "M19"
"ENSG00000118197" "M13"
"ENSG00000118200" "M0"
"ENSG00000118217" "M0"
"ENSG00000118242" "M0"
"ENSG00000118246" "M0"
"ENSG00000118257" "M0"
"ENSG00000118260" "M0"
"ENSG00000118263" "M13"
"ENSG00000118276" "M2"
"ENSG00000118292" "M8"
"ENSG00000118298" "M18"
"ENSG00000118307" "M7"
"ENSG00000118363" "M0"
"ENSG00000118369" "M6"
"ENSG00000118402" "M2"
"ENSG00000118407" "M0"
"ENSG00000118412" "M0"
"ENSG00000118418" "M0"
"ENSG00000118432" "M0"
"ENSG00000118454" "M0"
"ENSG00000118473" "M2"
"ENSG00000118482" "M0"
"ENSG00000118495" "M9"
"ENSG00000118496" "M0"
"ENSG00000118503" "M0"
"ENSG00000118507" "M0"
"ENSG00000118508" "M0"
"ENSG00000118515" "M2"
"ENSG00000118518" "M0"
"ENSG00000118523" "M0"
"ENSG00000118564" "M0"
"ENSG00000118579" "M0"
"ENSG00000118600" "M0"
"ENSG00000118620" "M0"
"ENSG00000118655" "M0"
"ENSG00000118680" "M16"
"ENSG00000118689" "M0"
"ENSG00000118690" "M7"
"ENSG00000118705" "M0"
"ENSG00000118707" "M0"
"ENSG00000118733" "M2"
"ENSG00000118762" "M0"
"ENSG00000118785" "M6"
"ENSG00000118816" "M0"
"ENSG00000118855" "M4"
"ENSG00000118873" "M0"
"ENSG00000118894" "M0"
"ENSG00000118900" "M0"
"ENSG00000118922" "M0"
"ENSG00000118946" "M2"
"ENSG00000118960" "M18"
"ENSG00000118961" "M9"
"ENSG00000118965" "M15"
"ENSG00000118971" "M0"
"ENSG00000118985" "M0"
"ENSG00000119004" "M0"
"ENSG00000119013" "M0"
"ENSG00000119041" "M9"
"ENSG00000119048" "M0"
"ENSG00000119138" "M1"
"ENSG00000119139" "M4"
"ENSG00000119147" "M0"
"ENSG00000119185" "M2"
"ENSG00000119203" "M0"
"ENSG00000119227" "M1"
"ENSG00000119231" "M0"
"ENSG00000119242" "M0"
"ENSG00000119280" "M16"
"ENSG00000119283" "M2"
"ENSG00000119285" "M0"
"ENSG00000119314" "M14"
"ENSG00000119318" "M0"
"ENSG00000119321" "M0"
"ENSG00000119326" "M18"
"ENSG00000119328" "M7"
"ENSG00000119333" "M0"
"ENSG00000119335" "M0"
"ENSG00000119383" "M0"
"ENSG00000119392" "M12"
"ENSG00000119396" "M0"
"ENSG00000119397" "M0"
"ENSG00000119401" "M0"
"ENSG00000119402" "M0"
"ENSG00000119403" "M0"
"ENSG00000119408" "M6"
"ENSG00000119414" "M0"
"ENSG00000119421" "M0"
"ENSG00000119431" "M0"
"ENSG00000119446" "M9"
"ENSG00000119471" "M0"
"ENSG00000119487" "M0"
"ENSG00000119508" "M0"
"ENSG00000119509" "M0"
"ENSG00000119522" "M0"
"ENSG00000119523" "M0"
"ENSG00000119537" "M0"
"ENSG00000119541" "M0"
"ENSG00000119547" "M2"
"ENSG00000119559" "M0"
"ENSG00000119574" "M17"
"ENSG00000119596" "M0"
"ENSG00000119599" "M0"
"ENSG00000119608" "M18"
"ENSG00000119616" "M0"
"ENSG00000119632" "M0"
"ENSG00000119638" "M0"
"ENSG00000119640" "M1"
"ENSG00000119650" "M15"
"ENSG00000119655" "M0"
"ENSG00000119661" "M7"
"ENSG00000119669" "M6"
"ENSG00000119673" "M16"
"ENSG00000119681" "M4"
"ENSG00000119682" "M0"
"ENSG00000119684" "M0"
"ENSG00000119685" "M0"
"ENSG00000119688" "M5"
"ENSG00000119689" "M0"
"ENSG00000119698" "M0"
"ENSG00000119699" "M4"
"ENSG00000119705" "M9"
"ENSG00000119707" "M0"
"ENSG00000119711" "M0"
"ENSG00000119715" "M0"
"ENSG00000119718" "M0"
"ENSG00000119720" "M0"
"ENSG00000119723" "M0"
"ENSG00000119729" "M0"
"ENSG00000119760" "M0"
"ENSG00000119771" "M0"
"ENSG00000119772" "M0"
"ENSG00000119777" "M4"
"ENSG00000119778" "M0"
"ENSG00000119782" "M10"
"ENSG00000119787" "M20"
"ENSG00000119801" "M0"
"ENSG00000119812" "M9"
"ENSG00000119820" "M0"
"ENSG00000119844" "M0"
"ENSG00000119862" "M0"
"ENSG00000119865" "M2"
"ENSG00000119866" "M0"
"ENSG00000119878" "M0"
"ENSG00000119899" "M0"
"ENSG00000119900" "M7"
"ENSG00000119906" "M0"
"ENSG00000119912" "M0"
"ENSG00000119917" "M0"
"ENSG00000119922" "M0"
"ENSG00000119927" "M3"
"ENSG00000119929" "M0"
"ENSG00000119938" "M10"
"ENSG00000119943" "M20"
"ENSG00000119946" "M2"
"ENSG00000119950" "M0"
"ENSG00000119953" "M3"
"ENSG00000119965" "M3"
"ENSG00000119969" "M0"
"ENSG00000119977" "M0"
"ENSG00000119979" "M3"
"ENSG00000119986" "M0"
"ENSG00000120008" "M3"
"ENSG00000120029" "M0"
"ENSG00000120049" "M4"
"ENSG00000120053" "M0"
"ENSG00000120063" "M0"
"ENSG00000120068" "M0"
"ENSG00000120071" "M0"
"ENSG00000120075" "M0"
"ENSG00000120093" "M0"
"ENSG00000120129" "M8"
"ENSG00000120137" "M2"
"ENSG00000120158" "M0"
"ENSG00000120159" "M7"
"ENSG00000120162" "M0"
"ENSG00000120251" "M2"
"ENSG00000120253" "M20"
"ENSG00000120254" "M18"
"ENSG00000120256" "M0"
"ENSG00000120265" "M0"
