Ensembl,Module
ENSG00000008130,20_Parikshak2016
ENSG00000008226,11_Parikshak2016
ENSG00000008256,25_Parikshak2016
ENSG00000008277,3_Parikshak2016
ENSG00000008282,2_Parikshak2016
ENSG00000008283,3_Parikshak2016
ENSG00000008294,2_Parikshak2016
ENSG00000008300,11_Parikshak2016
ENSG00000008311,15_Parikshak2016
ENSG00000008382,22_Parikshak2016
ENSG00000008394,9_Parikshak2016
ENSG00000008405,11_Parikshak2016
ENSG00000008438,24_Parikshak2016
ENSG00000008441,24_Parikshak2016
ENSG00000008513,11_Parikshak2016
ENSG00000008517,11_Parikshak2016
ENSG00000008710,11_Parikshak2016
ENSG00000008735,11_Parikshak2016
ENSG00000008838,25_Parikshak2016
ENSG00000008853,25_Parikshak2016
ENSG00000008869,3_Parikshak2016
ENSG00000008952,11_Parikshak2016
ENSG00000008988,11_Parikshak2016
ENSG00000009307,10_Parikshak2016
ENSG00000009335,3_Parikshak2016
ENSG00000009413,11_Parikshak2016
ENSG00000009694,25_Parikshak2016
ENSG00000009709,11_Parikshak2016
ENSG00000009724,11_Parikshak2016
ENSG00000009780,11_Parikshak2016
ENSG00000009790,11_Parikshak2016
ENSG00000009830,2_Parikshak2016
ENSG00000185245,24_Parikshak2016
ENSG00000009950,24_Parikshak2016
ENSG00000009954,2_Parikshak2016
ENSG00000010017,3_Parikshak2016
ENSG00000010072,2_Parikshak2016
ENSG00000010165,4_Parikshak2016
ENSG00000010219,11_Parikshak2016
ENSG00000010244,11_Parikshak2016
ENSG00000010256,3_Parikshak2016
ENSG00000010270,12_Parikshak2016
ENSG00000010278,2_Parikshak2016
ENSG00000010292,2_Parikshak2016
ENSG00000213096,14_Parikshak2016
ENSG00000010318,7_Parikshak2016
ENSG00000010319,11_Parikshak2016
ENSG00000010322,11_Parikshak2016
ENSG00000010327,18_Parikshak2016
ENSG00000010361,2_Parikshak2016
ENSG00000010379,11_Parikshak2016
ENSG00000010404,25_Parikshak2016
ENSG00000010438,3_Parikshak2016
ENSG00000010539,11_Parikshak2016
ENSG00000010610,18_Parikshak2016
ENSG00000010626,8_Parikshak2016
ENSG00000010671,18_Parikshak2016
ENSG00000010704,9_Parikshak2016
ENSG00000010803,25_Parikshak2016
ENSG00000010810,9_Parikshak2016
ENSG00000247828,6_Parikshak2016
ENSG00000011007,2_Parikshak2016
ENSG00000011009,25_Parikshak2016
ENSG00000011021,4_Parikshak2016
ENSG00000011028,18_Parikshak2016
ENSG00000011083,16_Parikshak2016
ENSG00000256196,25_Parikshak2016
ENSG00000011114,14_Parikshak2016
ENSG00000011132,11_Parikshak2016
ENSG00000011143,11_Parikshak2016
ENSG00000011198,11_Parikshak2016
ENSG00000011201,9_Parikshak2016
ENSG00000011243,11_Parikshak2016
ENSG00000011258,11_Parikshak2016
ENSG00000011260,11_Parikshak2016
ENSG00000011275,11_Parikshak2016
ENSG00000011295,11_Parikshak2016
ENSG00000011304,19_Parikshak2016
ENSG00000011332,25_Parikshak2016
ENSG00000011347,17_Parikshak2016
ENSG00000011376,11_Parikshak2016
ENSG00000011405,9_Parikshak2016
