"Ensembl","Gene","logFC","rawFC","FoldChange","AveExpr","t","P.Value","adj.P.Val","z.std"
"ENSG00000272106","",1.18285845872403,2.27026146042856,"2.27026146042856",3.95571126946656,19.1076252518762,1.64225801063248e-23,1.1039211136769e-22,9.99259462943935
"ENSG00000158859","ADAMTS4",8.54089247902153,372.44729627501,"372.44729627501",-1.53390226331809,73.5073933533414,1.65646302339248e-23,1.1130125930578e-22,9.99174109091434
"ENSG00000187800","PEAR1",-9.43033596915492,0.00144939248130964,"-689.944244154228",0.824175106719516,-30.9649746762806,1.67235400315315e-23,1.1232289833242e-22,-9.99079479530984
"ENSG00000115844","DLX2",-10.0548126732558,0.000940155702438035,"-1063.65360270302",1.210194669698,-25.455425780591,1.70441294745312e-23,1.14429167858543e-22,-9.98891251518677
"ENSG00000149260","CAPN5",2.38434452691274,5.22106647359311,"5.22106647359311",5.98867121413048,19.063036167245,1.80713295015683e-23,1.21275736482849e-22,9.98310931480426
"ENSG00000138346","DNA2",-2.65014340364442,0.15930424281295,"-6.27729671440181",5.08356807723879,-31.1850612822098,1.81475631911841e-23,1.21737423898894e-22,-9.98269174210903
"ENSG00000176692","FOXC2",5.51891091168469,45.8519413068639,"45.8519413068639",-2.7221924550681,19.0580017384478,1.82677903857838e-23,1.22493729223478e-22,9.98203671039681
"ENSG00000100949","RABGGTA",0.84784428389749,1.79980958813554,"1.79980958813554",4.4115440729664,19.0561198913701,1.83417842266999e-23,1.22939526708691e-22,9.98163568989169
"ENSG00000254087","LYN",-9.04217850386669,0.00189685024146899,"-527.189747581529",0.56837831850554,-55.999544775537,1.84191990812079e-23,1.23407879885883e-22,-9.98121783990081
"ENSG00000119682","AREL1",0.520404542856053,1.43435739654646,"1.43435739654646",6.67406474654127,19.0422297007629,1.88974766959127e-23,1.26560514958551e-22,9.97867425253992
"ENSG00000145476","CYP4V2",10.065922702951,1071.87629796698,"1071.87629796698",-0.926376719819974,63.9323574468888,1.90055349870679e-23,1.27232145876617e-22,9.97810840727031
"ENSG00000185352","HS6ST3",7.63890244107382,199.314442276396,"199.314442276396",-1.88123355193369,69.9002296298232,1.9025447806852e-23,1.27313380908648e-22,9.97800448187432
"ENSG00000156042","CFAP70",8.21255061426841,296.636149966611,"296.636149966611",-1.64300531378176,65.4224764878538,1.91654969826673e-23,1.28198142465181e-22,9.97727659097172
"ENSG00000226608","FTLP3",-8.77755741076207,0.00227872507174758,"-438.841882418526",0.424497413898774,-41.1538809230071,1.92519602109307e-23,1.28723890822106e-22,-9.97682983246653
"ENSG00000109113","RAB34",-1.59825706257941,0.33027574691141,"-3.02777303314442",6.10066746989266,-19.0159066279333,1.99980931845192e-23,1.33658141790204e-22,-9.97305508678136
"ENSG00000146090","RASGEF1C",6.81589544464125,112.664988354763,"112.664988354763",-2.22244075663397,67.3881562945304,2.01342262246559e-23,1.34513067283742e-22,9.97238145070708
"ENSG00000266777","SH3GL1P1",6.22140495112215,74.6155776423595,"74.6155776423595",-2.4437635404451,122.412265480326,2.02135668634002e-23,1.34988030363172e-22,9.97199092144364
"ENSG00000144908","ALDH1L1",8.78021865684791,439.652132689707,"439.652132689707",-1.44963925700058,56.3999981146464,2.02946688216652e-23,1.3547436348818e-22,9.97159328833206
"ENSG00000182890","GLUD2",-9.15315339433187,0.00175641150579762,"-569.342660702898",0.644032522284363,-38.2114260441348,2.08069684438129e-23,1.38837529347057e-22,-9.96911733340603
"ENSG00000163629","PTPN13",-1.30736287792261,0.404058789598041,"-2.47488738209309",7.68068521291391,-18.9867420785726,2.12940459855354e-23,1.42029724813058e-22,-9.96681863360571
"ENSG00000156411","ATP5MPL",-0.755453288781692,0.592360239105609,"-1.68816192239688",5.94565818367829,-18.985251638042,2.13625289201844e-23,1.4242846165604e-22,-9.9664996193981
"ENSG00000177875","CCDC184",2.14513394049978,4.42333325860051,"4.42333325860051",4.78855069777314,18.9847767480106,2.13843963658843e-23,1.42516205096414e-22,9.96639796750467
"ENSG00000130643","CALY",8.08493683452298,271.524173394646,"271.524173394646",-1.71166047456508,81.0174499863383,2.15651483717326e-23,1.43662331521579e-22,9.96556165338488
"ENSG00000102241","HTATSF1",-0.642968473118484,0.64039392489251,"-1.56153886089386",7.38295794694372,-18.9802601079425,2.15935192453706e-23,1.43792808384144e-22,-9.96543101592946
"ENSG00000267270","PARD6G-AS1",7.21381663312674,148.448286766022,"148.448286766022",-2.02934982184053,71.6642828532836,2.16642153932027e-23,1.4420491157216e-22,9.96510622412103
"ENSG00000124507","PACSIN1",7.99385415437107,254.911765825335,"254.911765825335",-1.75048690200616,68.1426094532554,2.19291227613095e-23,1.45908894860615e-22,9.96389845279276
"ENSG00000137821","LRRC49",1.03088858776008,2.04328236669148,"2.04328236669148",4.97732306535012,18.9597988837735,2.25673089507573e-23,1.5009415396424e-22,9.96104714420394
"ENSG00000186470","BTN3A2",8.87454391373628,469.357666321654,"469.357666321654",-1.40274197407578,63.5195632802798,2.28956685965534e-23,1.52216207793821e-22,9.95961104862896
"ENSG00000170903","MSANTD4",0.712290468646572,1.63840323456367,"1.63840323456367",5.79699629894172,18.9462597656414,2.32361573376327e-23,1.5441714303791e-22,9.95814328547009
"ENSG00000246985","SOCS2-AS1",8.22104477579733,298.387807407682,"298.387807407682",-1.66543871208173,65.3637638246627,2.35171979466876e-23,1.56221386360139e-22,9.95694774448296
"ENSG00000198155","ZNF876P",-7.79938086737607,0.00448902900283783,"-222.765323941509",-0.167780724385026,-64.4375862547724,2.36346379712114e-23,1.56937831364215e-22,-9.95645234273318
"ENSG00000180901","KCTD2",0.578904873785947,1.49371496357772,"1.49371496357772",6.33302890399644,18.9306619154475,2.40318040524221e-23,1.59510368503668e-22,9.95479483855709
"ENSG00000158467","AHCYL2",1.3279903981262,2.51052727366591,"2.51052727366591",5.74701864003758,18.9296108519782,2.40864070489775e-23,1.5980798969504e-22,9.95456908601795
"ENSG00000132938","MTUS2",8.50540094882544,363.396559071873,"363.396559071873",-1.55535355598074,65.8321133735512,2.41156421292816e-23,1.59937127379288e-22,9.95444842368787
"ENSG00000198265","HELZ",0.761009497986206,1.69467602675913,"1.69467602675913",6.49529327299669,18.9275860517755,2.41919525271168e-23,1.60378241783656e-22,9.95413414796393
"ENSG00000174547","MRPL11",-2.05716359693927,0.240287982674192,"-4.16167295954998",5.40634084320432,-40.4057585014858,2.42535170204141e-23,1.60721282020299e-22,-9.95388131617532
"ENSG00000179520","SLC17A8",8.23551335531053,301.395351394417,"301.395351394417",-1.64575251054291,79.595621484377,2.45081446806266e-23,1.62342902522257e-22,9.95284232233437
"ENSG00000225975","LINC01534",6.21119829100615,74.0895564156885,"74.0895564156885",-2.45051340751033,79.2333925430016,2.46060638676536e-23,1.62925587939221e-22,9.95244561165805
"ENSG00000175879","HOXD8",8.90585678232269,479.656162522198,"479.656162522198",-1.38226001167476,72.41915912712,2.51525444477955e-23,1.66476687230698e-22,9.95025990489089
"ENSG00000204560","DHX16",-0.597315822997177,0.66098258983044,"-1.51289915254277",5.81502250647621,-18.9077362904086,2.52519437559089e-23,1.67067023199967e-22,-9.94986740655394
"ENSG00000230330","HMGN2P3",-8.86883714543769,0.00213901580015922,"-467.504728074269",0.470910618070524,-35.5721718518054,2.52897217304471e-23,1.6724935971069e-22,-9.94971863363204
"ENSG00000107341","UBE2R2",-0.510303721736734,0.702074618847205,"-1.42435002370828",7.55199056773255,-18.9061217726127,2.5340214750362e-23,1.67515603810147e-22,-9.94952013101727
"ENSG00000260290","",-9.61284668879667,0.00127715851418983,"-782.988163872793",0.926017118721609,-33.4912408930191,2.54619086607622e-23,1.68252127960984e-22,-9.94904332207535
"ENSG00000085465","OVGP1",8.04458822047713,264.035521119256,"264.035521119256",-1.73093451535181,102.728144731838,2.56959121360364e-23,1.69729899048686e-22,9.94813278092698
"ENSG00000169919","GUSB",-0.654031169897518,0.635502114273786,"-1.57355888759354",5.51494183097083,-18.8993307498413,2.57149586737163e-23,1.69732826811726e-22,-9.94805902983624
"ENSG00000138688","KIAA1109",1.19503397390122,2.28950223585345,"2.28950223585345",7.16597722981133,18.8992923263029,2.57170949714737e-23,1.69732826811726e-22,9.94805076114029
"ENSG00000180764","PIPSL",-8.77183707449267,0.00228777823250309,"-437.105304086177",0.419393310678001,-40.4531205175877,2.58180091328902e-23,1.70330178753385e-22,-9.94766093842793
"ENSG00000137965","IFI44",8.45716833877763,351.448220234516,"351.448220234516",-1.58029107693062,56.3994312731506,2.58823779376301e-23,1.70686044352591e-22,9.94741307460003
"ENSG00000227008","",-9.44677301055683,0.00143297284845941,"-697.849928611767",0.826309248661915,-35.8557978429133,2.6085293889607e-23,1.7195492967583e-22,-9.94663568564827
"ENSG00000154645","CHODL",9.46548897836306,706.962057796602,"706.962057796602",-1.1464113217719,47.2619425566874,2.63289979772048e-23,1.73491561550277e-22,9.94570990965573
"ENSG00000180287","PLD5",8.64611979731482,400.628097891807,"400.628097891807",-1.45379725626504,62.4519460661979,2.68682507116841e-23,1.76973652977403e-22,9.94369121420247
