Ensembl	Gene.x	F2613.cl1_npcFile_P_NPC	F2613.cl2_npcFile_P_NPC	F2613.cl3_npcFile_P_NPC	F2688.cl4_npcFile_P_NPC	F2688.cl5_npcFile_P_NPC	F2688.cl6_npcFile_P_NPC	F2735.cl1_npcFile_P_NPC	F2735.cl2_npcFile_P_NPC	F2735.cl3_npcFile_P_NPC	F6136.cl1_npcFile_P_NPC	F7511.cl1_npcFile_P_NPC	F7511.cl2_npcFile_P_NPC	F7511.cl3_npcFile_P_NPC	F6281.cl1_npcFile_P_NPC	F6281.cl2_npcFile_P_NPC	F6281.cl4_npcFile_P_NPC	F5541.cl1_npcFile_C_NPC	F5541.cl2_npcFile_C_NPC	F5541.cl5_npcFile_C_NPC	F5618.cl3_npcFile_C_NPC	F5618.cl6_npcFile_C_NPC	F6119.cl1_npcFile_C_NPC	F6119.cl7_npcFile_C_NPC	F7315.cl4_npcFile_C_NPC	F7315.cl5_npcFile_C_NPC	F7647.cl1_npcFile_C_NPC	F7647.cl2_npcFile_C_NPC	F7647.cl3_npcFile_C_NPC	F7672.cl4_npcFile_C_NPC	F2613.cl1_NeurFile_P_Neur	F2613.GFP.cl1_NeurFile_P_Neur	F2735.cl2_NeurFile_P_Neur	F2735.cl3_NeurFile_P_Neur	F2735.GFP.cl2_NeurFile_P_Neur	F6281.cl1_NeurFile_P_Neur	F6281.cl4_NeurFile_P_Neur	F6281.GFP.cl1_NeurFile_P_Neur	F7511.cl2_NeurFile_P_Neur	F5541.cl2_NeurFile_C_Neur	F5541.GFP.cl2_NeurFile_C_Neur	F5618.cl3_NeurFile_C_Neur	F5618.GFP.cl6_NeurFile_C_Neur	F7647.cl1_NeurFile_C_Neur	F7647.cl3_NeurFile_C_Neur	F7672.cl5_NeurFile_C_Neur	F7672.cl6_NeurFile_C_Neur	F7672.GFP.cl5_NeurFile_C_Neur	F7672.GFP.cl6_NeurFile_C_Neur
ENSG00000180340	FZD2	9.831846087	10.67757213	10.19846599	10.29570489	10.22404118	10.32643833	9.346503791	10.32407078	10.67784732	10.05767596	10.09030269	10.36696309	11.32948446	9.060231357	10.07542221	10.10280911	10.81558809	10.4168767	10.01306594	9.792205459	10.47762389	10.44099486	10.45924057	10.43677543	10.52246889	10.62964288	10.25537176	10.51447086	10.09243544	9.242607941	8.824045493	9.143792004	8.959721015	9.502637462	8.69064372	9.090391008	9.00804938	9.422524351	8.880630103	8.99462163	8.929746033	9.404488822	9.352374143	9.421815963	8.956392884	8.794223696	9.070354802	9.217103615
ENSG00000068078	FGFR3	9.920536833	9.718735251	10.13876284	10.90991248	9.476370788	11.10238348	9.02140778	8.943123909	9.638198945	9.695853223	10.08250603	9.730975005	8.761427404	11.03061059	9.571239955	9.326334116	9.77055966	8.550300254	8.827876766	10.46241461	10.13413661	10.31590412	9.673605474	9.439743815	9.483945108	9.255104417	10.55704294	10.18450063	9.834643101	9.992285648	9.120164898	10.31777893	12.00338274	10.8058356	9.786796841	10.5505367	9.227795621	11.32563825	8.87799156	9.904340973	9.844927186	11.13665458	9.059361786	9.441621129	9.592231251	10.30179173	9.748686719	9.680773723
ENSG00000164209	SLC25A46	9.951313639	9.768195603	9.462313122	9.565196471	9.491627175	9.635290863	9.731876094	9.362710985	9.61574109	9.695853223	9.741850023	9.582915676	9.100956786	9.918916585	9.463965957	9.466582535	9.550556079	9.467159606	9.698495066	9.49763589	9.58346466	9.461354657	9.267946882	9.52505497	9.622700103	9.563114504	9.623043621	9.675473945	9.608640629	10.32753556	10.48096795	10.3873513	10.35132016	10.30796042	10.50831872	10.29209227	10.38967589	10.41450793	10.30894222	10.3911287	10.4467127	10.43241445	10.67185593	10.63554965	10.55828282	10.58711812	10.61404566	10.4655546
ENSG00000134954	ETS1	10.07776606	10.9262618	10.22754401	10.27977823	9.844275339	11.25219006	11.43356782	10.03604321	9.662061973	9.328919587	10.0812031	9.405366871	9.279260596	10.52669266	10.2141865	10.57928878	10.16985318	9.348013541	9.193579046	9.531464902	10.21257742	10.35295657	9.982854717	10.05974486	8.196922373	10.04477126	10.32077008	9.921284765	10.53954236	7.858197065	7.561993784	7.676871197	8.332547081	8.572755417	7.518340719	7.663399526	7.767586731	8.139186362	6.982766655	7.470616905	7.417408114	7.884475897	7.593377328	7.916243115	7.491365866	7.645678729	7.040615253	7.69347963
ENSG00000140382	HMG20A	10.32147712	10.63334491	10.46440461	10.51376002	10.33991695	10.39709246	10.34260714	10.44129955	10.56842712	10.37081866	10.53201971	10.28786211	10.34140927	10.53320663	10.3804583	10.39173734	10.54936974	10.53963103	10.34769702	10.50154263	10.3304732	10.55307671	10.60353176	10.56015733	10.60159379	10.39644615	10.61246189	10.49429762	10.43633365	9.938071146	10.0296049	10.23783036	10.09244395	10.09647005	10.04897022	10.05718335	10.19941693	10.11812638	9.836402986	9.815394717	10.02213152	10.10215296	10.10434339	10.16060819	10.19164534	10.050628	10.14434539	10.12110942
ENSG00000125398	SOX9	10.65345593	11.33618585	10.45919587	10.90452879	11.20719663	10.44219098	10.14474185	11.05328759	9.913523682	10.64461553	10.2320034	10.50529975	11.90980133	10.37218634	11.53332729	11.42258397	10.81640333	11.8884011	11.26066638	9.69442497	10.08965186	11.5256804	11.20833455	11.59208326	11.40661543	10.85428974	10.08690144	10.77875778	10.32610726	12.2100419	11.57550634	11.13333001	11.41557252	11.74332247	10.97466076	11.72649968	11.16880242	11.86540704	11.75732551	11.85432564	11.52759501	12.13151641	11.39661397	11.40571675	10.98714336	11.18402474	10.86866093	11.57824875
ENSG00000187079	TEAD1	11.47218702	11.33793971	11.5559149	11.7621259	11.30328502	11.78554108	12.0669433	11.55642209	11.7269778	11.84194238	11.55508765	11.60186144	11.2476972	12.05059866	11.50805399	11.69254917	11.47064282	11.20017178	11.75259008	11.58333339	11.33682038	11.3256727	11.68947796	11.48535868	11.24578371	11.48069141	11.47613447	11.31226654	11.49005519	10.93556419	11.06586515	11.2177021	11.11521311	11.39516464	11.08593955	11.15097479	10.92499665	11.15672662	11.11347372	11.26601529	11.20629906	11.42816356	11.04075997	11.14408356	11.17317256	11.02512929	11.08317713	11.11549444
ENSG00000164050	PLXNB1	11.935706	11.64665265	12.17437079	11.93274208	11.68365129	11.59976427	11.80414779	11.95208406	12.13795161	11.6428434	12.16213509	11.78437381	11.62156041	11.98108248	11.84950308	11.76132349	11.88639252	12.2399094	12.09229268	12.03875664	11.54876276	11.98736172	11.95443834	12.10018036	12.18159274	11.92990413	12.23172034	12.23683358	12.07093617	12.16912595	12.05960286	12.32500307	11.91392179	12.12664314	12.09954433	12.15444245	12.02970887	12.33755713	12.1545766	12.58579129	12.37477057	12.59949675	12.03678991	12.21625364	12.10676736	12.10297623	12.20000878	12.01613087
ENSG00000152661	GJA1	14.19213287	13.71664768	14.44807936	13.46080488	13.99695017	13.45318459	14.28052561	14.10429138	13.13130855	13.11251046	14.19793535	13.67722042	13.21735923	13.86146648	14.15833644	14.0870219	12.82123573	13.92258619	14.21035812	13.95400714	13.89724056	13.66264631	14.38533059	13.8960987	14.393931	13.80986266	14.47376417	14.5575139	13.57926601	9.17387821	10.3429624	11.95115292	12.40865584	11.51566657	11.03799756	11.32163251	10.8702779	11.17486017	9.164045466	9.949277117	10.14226954	11.23255356	10.26826519	11.14615908	11.51566114	11.41988642	10.89252072	10.87188055
ENSG00000100362	PVALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000183578	TNFAIP8L3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000196091	MYBPC1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000157103	SLC6A1	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	11.92119423	11.6453555	11.97720402	12.35455306	12.17352952	12.23867509	12.48321286	11.75757006	11.38284629	11.06966467	11.36213902	10.39388356	10.79247337	10.879481	12.26443603	11.03887632	12.15810338	11.38187292	11.71389513
ENSG00000128683	GAD1	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	9.113797429	7.964847477	9.549391844	9.792935684	11.27894044	9.347975812	9.662834334	9.382660085	8.87743105	7.66472143	7.996083769	8.427722407	7.954496373	8.273243871	7.872971357	8.642112509	9.089954213	9.023963876	8.157330234
ENSG00000075891	PAX2	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	9.308812314	9.912240946	9.486034296	10.48155144	8.635570424	9.70480201	9.216972053	10.28564257	10.5865986	10.14471389	9.355180569	10.34607089	9.820838079	10.38061966	10.14630523	10.68776283	10.32622646	10.45376144	10.64724152
ENSG00000101438	SLC32A1	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	9.284271294	8.928848808	9.576627015	9.584270234	10.87079403	9.667445212	9.707129206	9.734361033	9.027129686	8.612250468	8.80061431	8.527107624	7.880289164	8.86350427	8.764012522	8.708025725	9.075747355	9.050962603	8.538720503
ENSG00000136750	GAD2	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	9.011486987	7.722899322	8.88788105	8.911793211	9.25588268	8.560275913	8.810829237	8.492304911	8.353263962	7.757214896	8.098657851	7.908050169	7.876094703	8.157469498	7.992118077	7.860790606	8.311849979	8.593003445	7.825571809
ENSG00000146469	VIP	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	6.744425226	6.886827465	6.822396209	6.617392918	7.413978375	6.657759536	6.394770115	6.985119719	7.381377776	6.777192894	7.031944784	7.280089886	8.026359829	7.893069102	8.132698495	6.958373145	6.810641271	7.069599357	6.778465758
ENSG00000157005	SST	6.272839806	6.934417659	6.4848153	6.506090641	6.565192025	7.579067079	8.969894537	6.578834654	6.229366993	6.60959981	6.853109737	6.582068647	6.493447117	6.205114171	7.202089593	6.708227365	6.28562699	8.526229632	6.818842268	7.365716844	6.287937748	6.80216343	6.480470156	6.504834014	5.773162494	6.669607165	6.288623888	6.224441596	6.626859346	7.56160813	8.241850288	7.700311257	6.865910071	7.311063583	7.290569014	7.793206777	8.530034026	7.497415109	7.548236636	7.269497664	7.459160586	7.909435693	7.794666948	8.081523073	7.532879967	7.889076425	7.904106328	7.344809281
ENSG00000169116	PARM1	7.984573405	9.217575103	8.443243397	7.836948498	7.434598231	8.21261695	7.800796267	8.586157742	7.3264541	8.970871373	8.216128539	8.188804191	8.458147673	11.23735484	9.293746463	7.748261963	7.55353586	9.649304589	8.798053629	9.549794685	8.451355925	10.45396045	9.577652415	9.14505839	10.04833826	8.259344686	8.492099266	8.289117295	8.735273185	7.31530676	7.1925465	7.372756351	7.295090038	7.35516227	7.429583098	7.110849146	7.214055795	7.507622441	6.889737559	7.147886713	7.336409167	7.56096473	7.264778973	7.73331463	7.400069256	7.376123926	7.338506541	7.462621425
ENSG00000144355	DLX1	8.612607165	10.15233147	9.911510104	10.70655861	10.66964918	11.01123363	9.26154154	11.25151944	7.806983333	8.721549238	9.51608004	10.53382103	12.64023232	8.26636342	11.33009705	10.945587	8.92559808	11.48267501	10.59589394	9.521384913	9.427769918	11.25483655	10.90540879	11.45723951	9.648484213	11.23905099	11.01959027	10.51547289	9.156526502	9.36872635	7.981181296	6.564140037	6.512517679	7.627918413	7.231227039	6.994623564	6.875649745	7.47684005	6.621735193	6.858258639	7.19103679	7.399472053	7.315725479	7.594180794	6.848832263	7.354130826	6.845617136	7.315529901
ENSG00000075223	SEMA3C	9.718647655	9.785408271	9.30522791	8.676933749	10.45356279	9.562018861	8.316195405	8.458526461	8.977683136	9.069424421	9.308470953	9.584691673	9.687961105	11.27598603	8.950727328	9.681220522	9.010261315	8.66642858	9.53123907	10.88312534	10.8779395	9.775175772	9.853749334	9.609762628	9.228055159	9.314109337	9.639928248	9.369119243	9.581404905	10.58232339	11.01731001	9.404464241	10.17038365	10.366622	10.44895872	10.04066841	11.17934237	10.07443318	12.68166361	11.43189518	11.76510536	11.61031332	11.85133337	11.78377523	11.73033105	11.73123776	10.87031851	12.10410555
ENSG00000104888	SLC17A7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000091664	SLC17A6	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	7.969046558	7.98930448	8.23683989	7.671306435	10.22435654	8.499802112	9.735485934	7.648885182	7.972630838	7.25714153	8.297302482	7.369264126	7.604132295	7.750506563	8.412761464	8.219378392	8.968112661	7.869500439	8.564781103
ENSG00000179520	SLC17A8	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	7.580787729	7.204817841	7.634032193	7.624423003	7.860802813	7.391782872	7.668169634	7.447061046	7.783868707	7.268898883	7.381135937	7.510100195	8.133739853	7.326814223	7.719325635	7.548229527	7.659926162	7.649881578	7.732025922
ENSG00000106688	SLC1A1	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	8.634732233	8.343974813	8.532918436	9.068595477	8.08346638	8.390209714	8.379631053	8.344142963	8.697656743	7.927284422	8.098657851	8.259941787	8.15977693	8.850400489	8.148204543	8.503238922	8.304800041	8.367106872	8.465238079
ENSG00000110436	SLC1A2	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	11.91197959	11.84851361	12.03843766	12.32855834	11.66076509	11.87055206	11.79835976	12.07037851	12.31970441	12.55187745	11.99585923	12.08890508	12.14007636	12.30553958	12.37769112	12.03460574	11.95288765	12.5901765	12.17453683
ENSG00000105143	SLC1A6	7.604032077	7.770343403	8.005648961	7.421049247	7.218774477	7.883874368	7.96998371	7.768480502	7.556297589	7.493549738	8.648513159	8.062827265	7.586158288	7.770256981	7.431632978	7.437327168	7.6923368	7.802061119	8.425825758	7.674153239	7.372892986	7.689522745	7.800982943	7.603280157	7.934965541	7.88818503	8.19293652	7.869305349	7.371784533	8.320091382	8.496159218	7.822778092	8.595949512	8.001014721	7.804346056	7.824512782	7.859053968	8.599570543	7.15887503	7.413217977	7.724907706	7.978704267	8.349265411	7.765617391	7.756820956	7.784154774	7.42661719	7.727244232
ENSG00000163508	EOMES	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000004848	ARX	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000183734	ASCL2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000237412	PRSS56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000131095	GFAP	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	14.08337561	13.26016681	12.11502477	12.45151497	15.12044956	13.08584571	13.77393615	12.53733632	13.94671899	13.62638957	13.99972618	13.59387873	14.32150883	13.29698659	14.40821386	13.46399871	13.99645201	12.99201835	14.79827282
ENSG00000171476	HOPX	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	9.36479433	9.106305658	8.589080526	9.369081408	9.659301528	8.728400679	8.854536259	8.963782055	9.784060096	9.263233554	9.594365632	9.322122614	9.70596377	9.054647157	9.201575465	8.516274788	9.12499973	8.6807526	8.647171506
ENSG00000162992	NEUROD1	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	7.331742616	7.298913134	7.389158382	7.300738658	8.417939642	7.699113293	7.705959926	7.533187393	7.171424904	7.3652131	7.806758306	7.262760795	7.32959664	7.124438118	7.774761584	7.297982669	7.993449103	7.275059956	7.333161939
ENSG00000197921	HES5	6.689496107	7.048737283	8.370832876	7.027422627	6.790909624	7.039285018	7.920536359	6.975756191	6.848620288	6.701812593	7.90360083	7.068917994	6.731243795	7.286275831	7.219776626	6.844725795	6.787054534	7.15047924	7.06154956	7.90155583	7.372892986	7.2310999	7.006716139	7.144937026	7.546432663	7.168922483	7.976327312	7.748562379	7.31302733	8.514760901	7.547191179	7.818359551	8.396721889	8.102652615	7.44024159	7.93291562	7.955171699	9.115252546	7.968914864	8.140653639	8.29531402	9.214697866	7.418204853	7.648013524	7.372328626	7.828465065	7.757816073	7.494953053
ENSG00000217236	SP9	6.958364172	6.386015195	6.90934528	7.606713613	7.149326846	6.813307624	7.874246282	7.444370981	7.286913886	6.942844334	7.328559065	7.075889953	6.717851446	6.491680906	7.115616766	6.873246285	6.935724017	7.052960027	7.287969368	6.724304932	6.869503963	6.716759784	6.660784498	6.786131268	6.600745617	6.964707532	6.905979464	7.16540841	6.796999762	7.789859155	7.234958255	7.073252784	7.929396916	7.006879458	7.03167715	7.040164511	7.482985562	8.04554751	6.907755857	6.82848765	7.245207542	7.604132295	7.143783277	7.185335352	6.915249356	7.314926929	7.131528736	6.990980185
ENSG00000164651	SP8	7.036404731	7.743735054	8.11811936	7.159468656	6.67333602	6.519004663	7.32528226	7.229862056	7.060737405	6.958673025	7.289692756	7.399096639	6.81423894	7.152875716	7.225615535	6.89142502	6.688821428	7.993359129	7.338684333	7.257145041	7.199035137	8.473478655	8.339011259	7.849581085	8.423539547	8.052136498	8.27451254	8.505979793	6.847210004	6.994599237	6.636668221	6.701687384	6.512517679	7.679270859	6.910478106	6.845253772	6.293107103	7.145777469	5.776378465	6.426183786	6.652234882	7.179122429	6.226684685	7.027257286	6.609373194	6.831642071	6.717954053	6.913620189
ENSG00000196767	POU3F4	7.382351066	6.680039067	7.070101118	7.545109722	7.187735523	6.901696595	7.352888689	7.187692428	7.491241513	6.865895548	7.140741459	6.972279157	6.768860971	6.771194911	6.858237525	7.005186926	7.20100355	6.874393307	7.054464373	6.514444409	6.743473506	6.813062128	6.877302829	7.157312981	6.785661489	7.090153469	6.223346156	7.177757822	7.094001558	7.20657131	7.228988719	7.229030971	7.311972112	7.259864602	6.953368161	7.903080344	6.723644867	7.085549672	6.907755857	6.921724725	6.600178831	7.15424159	7.469870818	7.253269828	6.906241152	7.119623557	7.292633427	7.097042077
ENSG00000109107	ALDOC	7.896274972	7.567267051	7.553412035	7.554707264	7.712714004	7.392099537	7.32528226	7.777313543	7.455303263	7.935715457	7.559656002	7.377537847	7.882222216	7.451748705	7.773429092	7.78798028	7.596137452	7.950007793	7.287969368	7.472414792	8.240301742	7.563586998	7.770785915	7.575156403	7.934965541	7.549172876	7.844876809	7.699286606	7.721366404	9.770470722	8.428104702	7.718884974	10.23770504	7.570452204	8.503031277	7.649025914	8.600398446	8.470472153	7.65999279	7.909689478	7.835701304	7.536588011	8.645238489	8.089474844	7.400069256	8.384446956	7.505547439	7.58381208
ENSG00000115844	DLX2	7.942770596	8.971310141	9.03562541	9.362602528	9.236727299	10.0647981	7.920536359	9.897084327	7.108736233	7.820543666	8.482135164	9.440418988	11.33433215	7.944339591	9.982548129	9.730154873	7.714627128	10.13360151	9.04140731	8.533873728	8.101826466	10.26114399	9.606831442	9.606384964	8.383543643	9.694726134	9.728351768	9.302917728	8.041545909	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842	5.03461842
ENSG00000079215	SLC1A3	8.538853956	8.635885888	9.537690585	9.962488688	10.28000059	9.162059492	10.30486851	10.35668121	9.639914437	9.371975125	9.428720664	9.359540717	10.3632509	8.797522351	10.26802884	9.831616227	9.166691036	9.55454075	9.2651517	9.477019454	9.871442434	8.648828769	8.246507973	9.346163144	9.465086697	8.995354773	8.366356144	9.914115847	10.34809861	11.86216711	11.07935061	12.48919792	13.51215902	11.93010968	12.15187623	11.83187964	11.3477439	12.55699397	11.16007208	11.8834976	11.89524953	12.60583311	11.48862485	12.00382505	11.86656311	11.93116159	12.08330015	11.94815899
ENSG00000144355	DLX1	8.612607165	10.15233147	9.911510104	10.70655861	10.66964918	11.01123363	9.26154154	11.25151944	7.806983333	8.721549238	9.51608004	10.53382103	12.64023232	8.26636342	11.33009705	10.945587	8.92559808	11.48267501	10.59589394	9.521384913	9.427769918	11.25483655	10.90540879	11.45723951	9.648484213	11.23905099	11.01959027	10.51547289	9.156526502	9.36872635	7.981181296	6.564140037	6.512517679	7.627918413	7.231227039	6.994623564	6.875649745	7.47684005	6.621735193	6.858258639	7.19103679	7.399472053	7.315725479	7.594180794	6.848832263	7.354130826	6.845617136	7.315529901
ENSG00000134595	SOX3	9.214481464	8.53671584	8.853313747	10.63664904	8.892991479	9.675074017	11.00875051	9.036002171	9.645050706	8.146156774	9.123928183	8.539207586	7.214599862	7.794799488	8.567407657	8.579503856	9.029089526	8.285310634	10.33861931	8.872471717	8.716054253	8.847940752	8.599513065	9.222336626	8.294094593	9.082153402	8.746806896	9.81349777	8.70782544	7.862400432	7.600958524	7.494898722	7.266509412	7.265646078	7.777368341	7.525298676	7.3891757	7.297635934	7.538229855	7.918060174	7.479696585	7.197423101	7.264778973	7.28887339	7.244260416	7.387016718	7.309997352	7.27356853
ENSG00000125398	SOX9	10.65345593	11.33618585	10.45919587	10.90452879	11.20719663	10.44219098	10.14474185	11.05328759	9.913523682	10.64461553	10.2320034	10.50529975	11.90980133	10.37218634	11.53332729	11.42258397	10.81640333	11.8884011	11.26066638	9.69442497	10.08965186	11.5256804	11.20833455	11.59208326	11.40661543	10.85428974	10.08690144	10.77875778	10.32610726	12.2100419	11.57550634	11.13333001	11.41557252	11.74332247	10.97466076	11.72649968	11.16880242	11.86540704	11.75732551	11.85432564	11.52759501	12.13151641	11.39661397	11.40571675	10.98714336	11.18402474	10.86866093	11.57824875
ENSG00000182968	SOX1	10.71460906	8.524349394	10.25258032	10.9129803	10.17508992	9.633540172	8.305753826	9.902924723	10.41011686	8.364334762	9.938505332	9.196939727	8.887690073	8.979700417	9.767699438	9.455312123	9.972354795	9.592390232	10.46133798	10.07179018	8.645232562	9.721143777	9.304710673	10.02966099	9.663771728	9.381234117	9.609416123	10.91328673	9.771297146	8.958150209	7.561993784	8.759810677	7.891884547	10.57339392	9.837283697	8.372739711	9.088910214	7.126115642	7.553221713	7.951238586	8.112187498	7.128756553	7.754962027	7.864217261	8.490117143	8.265589807	7.794160831	8.346105493
