"Ensembl" "Gene" "logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "z.std"
"44" "ENSG00000152192" "POU4F1" -1.05224582494178 4.79261450102315 -4.54113118461215 0.000289182705745703 0.0987558940121575 -3.62480219111897
"45" "ENSG00000167971" "CASKIN1" 0.405454309280575 6.67455857338048 4.51622486840442 0.000304986043856054 0.101838228777357 3.61102773282325
"46" "ENSG00000178773" "CPNE7" 1.03720884501052 1.61451822800046 4.50279595173132 0.000313868577455564 0.102525853148855 3.60357628019338
"47" "ENSG00000139131" "YARS2" -0.170272368463734 3.78995313464969 -4.488619148552 0.000323531541045822 0.10343372203733 -3.59569108627013
"48" "ENSG00000076641" "PAG1" 0.34835425211236 5.8300892443192 4.46454420588621 0.000340639440812968 0.106634338284493 3.58225622380309
"49" "ENSG00000072210" "ALDH3A2" -0.231689223022345 6.34700631282203 -4.4536645404691 0.000348669562360598 0.106920588653681 -3.57616654971604
"50" "ENSG00000157349" "DDX19B" -0.185416145475872 4.27254494566935 -4.36315611126978 0.000423387302308867 0.127236352089861 -3.52505973788226
"51" "ENSG00000181444" "ZNF467" 0.815142424010183 3.08611522840876 4.34145295367275 0.00044360261668597 0.128123043210142 3.51268526457914
"52" "ENSG00000230590" "FTX" 0.21575947588056 2.88135896933418 4.32022134455339 0.000464326084112185 0.128123043210142 3.50053452770652
"53" "ENSG00000237289" "CKMT1B" 0.624722392624854 3.17979854709866 4.31806755298548 0.000466482420352842 0.128123043210142 3.49929942346416
"54" "ENSG00000110318" "CEP126" 0.41220914467253 5.34043650749019 4.31654004733169 0.000468017880268639 0.128123043210142 3.49842318684739
"55" "ENSG00000255112" "CHMP1B" -0.24261167008754 5.14613180295009 -4.31559381579256 0.000468971607650594 0.128123043210142 -3.49788027521353
"56" "ENSG00000270108" "" 0.471250419774995 -0.236147589794249 4.2961071932097 0.000489056596526826 0.129608622095047 3.48667975618076
"57" "ENSG00000180155" "LYNX1" 0.827568087680926 4.77121483443089 4.29364039102233 0.000491660552337129 0.129608622095047 3.48525918580139
"58" "ENSG00000174684" "B4GAT1" 0.153418838367205 7.17572790629428 4.25996298842776 0.000528648025238336 0.136956297021228 3.46580424632791
"59" "ENSG00000143158" "MPC2" 0.125789423682531 4.26379190408018 4.25118315245134 0.000538745757015313 0.137206673642578 3.46071354244181
"60" "ENSG00000128872" "TMOD2" 0.494008746117588 8.00258475741147 4.23593536568647 0.000556748612859094 0.137378962398651 3.45185413687761
"61" "ENSG00000136631" "VPS45" -0.160319463308668 6.26437721672159 -4.2344009586852 0.000558593657404165 0.137378962398651 -3.45096130166331
"62" "ENSG00000152818" "UTRN" 0.380274310884815 5.59937886246331 4.22759651024814 0.000566850503707998 0.137378962398651 3.44699908416294
"63" "ENSG00000113273" "ARSB" -0.21799991707174 5.25513134961624 -4.20700002700724 0.000592603694352679 0.138241568449244 -3.43497719586691
"64" "ENSG00000169752" "NRG4" 0.417414546021884 2.82580916301546 4.20646829374973 0.000593284005407427 0.138241568449244 3.43466626011395
"65" "ENSG00000129159" "KCNC1" 0.363059319556922 5.53420749416423 4.20279118591704 0.000598010245521155 0.138241568449244 3.43251525179505
"66" "ENSG00000144647" "POMGNT2" 0.189573125039371 5.72462557994541 4.17566431643645 0.000634073925808067 0.14273927327858 3.41660420154574
"67" "ENSG00000198169" "ZNF251" -0.156895131917292 5.98867018704719 -4.1640980741155 0.00065011188972464 0.14273927327858 -3.40979725410091
"68" "ENSG00000033100" "CHPF2" -0.26450915458921 5.85946329734468 -4.15476508364694 0.000663351626139208 0.14273927327858 -3.40429462307424
"69" "ENSG00000068001" "HYAL2" -0.185913081484844 5.14987169704324 -4.15412532684214 0.000664269098068992 0.14273927327858 -3.4039171020133
"70" "ENSG00000125848" "FLRT3" 0.215748778732483 5.12678046798194 4.15364135984606 0.00066496400435915 0.14273927327858 3.40363148472556
"71" "ENSG00000126822" "PLEKHG3" -0.471842478424629 5.42759794829111 -4.14297547808642 0.000680466509842442 0.143321550543135 -3.39733081283146
"72" "ENSG00000058404" "CAMK2B" 0.5739288853622 5.77802429974646 4.13841767196294 0.000687201993456951 0.143321550543135 3.3946348049501
"73" "ENSG00000171368" "TPPP" 0.50518717239394 5.56377389341627 4.13174288449194 0.000697187648770924 0.143321550543135 3.39068271100025
"74" "ENSG00000118762" "PKD2" -0.175729121992709 5.9160627463538 -4.12333286859947 0.000709978171254349 0.143321550543135 -3.3856966592957
"75" "ENSG00000064309" "CDON" -0.463619302778311 6.36015576613624 -4.1069560475133 0.000735569149454271 0.143321550543135 -3.37596635046498
"76" "ENSG00000129472" "RAB2B" -0.180074594268692 5.70014712818389 -4.10518283439477 0.000738395319713007 0.143321550543135 -3.37491112815766
"77" "ENSG00000246705" "H2AFJ" 0.885176259784236 3.71656673860982 4.10307385765255 0.00074177090751311 0.143321550543135 3.37365567185345
"78" "ENSG00000205363" "INSYN1" 0.416518822958068 4.99495172035559 4.09776945141989 0.000750330050607747 0.143321550543135 3.37049596422661
"79" "ENSG00000108294" NA -0.187474248371777 5.24494851598962 -4.09580768304641 0.000753520730261393 0.143321550543135 -3.36932664638416
"80" "ENSG00000176401" "EID2B" 0.308715323808048 3.60286685439284 4.072564543243 0.000792382541938775 0.145442816082842 3.35544205598037
"81" "ENSG00000166199" "ALKBH3" 0.442246912695947 3.66989531893363 4.07178965726191 0.000793712393825146 0.145442816082842 3.35497819897213
"82" "ENSG00000119866" "BCL11A" -0.436208787876457 6.59952910317814 -4.06843177557284 0.000799501220332512 0.145442816082842 -3.35296740286486
"83" "ENSG00000156697" "UTP14A" -0.337614534584846 3.89197889953883 -4.06120563965191 0.000812103557148271 0.145442816082842 -3.34863619401264
"84" "ENSG00000116675" "DNAJC6" 0.5114654890402 6.96529434751091 4.04554880741536 0.000840100492587442 0.145442816082842 3.33923306024177
"85" "ENSG00000263345" "" 0.514587400971364 3.18850944549091 4.04082741641594 0.000848732561835342 0.145442816082842 3.33639246412042
"86" "ENSG00000069020" "MAST4" 0.443252311971153 5.36696741810277 4.04004107377708 0.000850178883948742 0.145442816082842 3.33591913882298
"87" "ENSG00000123360" "PDE1B" 0.521655939848214 4.65243525904528 4.03539997786599 0.000858766004620651 0.145442816082842 3.33312419046331
"88" "ENSG00000101204" "CHRNA4" 0.555690347255289 5.1366424608069 4.03173549110893 0.000865607883269067 0.145442816082842 3.33091577570392
"89" "ENSG00000259834" "" 0.835921797953447 2.47799309006537 4.03018696570539 0.000868515585409283 0.145442816082842 3.32998212795633
"90" "ENSG00000119203" "CPSF3" -0.162633031332383 5.24680420221355 -4.02388078750052 0.000880458851801376 0.145442816082842 -3.32617735992709
"91" "ENSG00000185275" "CD24P4" -0.313056219477165 7.09088985022519 -4.02368813036031 0.000880826318616973 0.145442816082842 -3.3260610563777
"92" "ENSG00000129696" "TTI2" -0.160218265903114 3.4048004603088 -4.01058693769924 0.000906180976607567 0.146589184036572 -3.31814294146614
"93" "ENSG00000225190" "PLEKHM1" -0.195074754342744 5.0018904915639 -4.01002727151366 0.000907280321802288 0.146589184036572 -3.31780428694295
"94" "ENSG00000141380" "SS18" -0.194973578643212 6.31688049127428 -3.99479918930988 0.000937713710967819 0.147919420349496 -3.30857707210298
"95" "ENSG00000081177" "EXD2" -0.17304264777618 5.84111772589977 -3.99204007166156 0.000943336837173647 0.147919420349496 -3.30690260643859
"96" "ENSG00000133704" "IPO8" -0.206396440345699 5.81426465240535 -3.98892054294874 0.000949735390166098 0.147919420349496 -3.30500844273372
"97" "ENSG00000106089" "STX1A" 0.299521514973126 5.15420195064024 3.986253307789 0.000955240870962101 0.147919420349496 3.303388092711
"98" "ENSG00000185721" "DRG1" -0.166521216476518 5.3646903940232 -3.98168999983108 0.000964734672850433 0.147919420349496 -3.30061412767611
"99" "ENSG00000126088" "UROD" -0.200418203650294 5.31169646071715 -3.96542969042741 0.000999342478727535 0.150400876703214 -3.29071177680201
"100" "ENSG00000186063" "AIDA" -0.148576270204018 5.31523149089322 -3.96400175921068 0.0010024406691111 0.150400876703214 -3.28984084094582
"101" "ENSG00000184156" "KCNQ3" 0.391492428324298 5.6588479309522 3.96010400621724 0.00101094692845898 0.150400876703214 3.28746238678318
"102" "ENSG00000141404" "GNAL" 0.447044670856228 5.87275262963178 3.9507656389499 0.00103162309728992 0.151972241763513 3.2817574283653
"103" "ENSG00000140543" "DET1" -0.157488907775782 3.38125254281551 -3.94098001242557 0.00105374614033906 0.152165557938965 -3.2757692588529
"104" "ENSG00000176054" "RPL23P2" 0.464114896421951 1.63405742420535 3.93843003152898 0.00105958901630895 0.152165557938965 3.27420715723985
"105" "ENSG00000171119" "NRTN" -0.915633360044298 0.609611921663725 -3.93681093173054 0.00106331582480975 0.152165557938965 -3.273214946804
"106" "ENSG00000152240" "HAUS1" -0.287929980192174 4.39848694215197 -3.92667799137555 0.00108694082418013 0.154078988906893 -3.2669989528156
"107" "ENSG00000218226" "TATDN2P2" 0.401703601015704 1.38570554590611 3.9149030439264 0.00111505789968887 0.156587476642289 3.25976187191653
"108" "ENSG00000239899" "RN7SL674P" 1.19308183926558 -2.25912044938675 3.8932325036116 0.00116872897747023 0.162604829772849 3.24640390161989
"109" "ENSG00000115170" "ACVR1" -0.318213542162185 5.32101843652385 -3.88701679940846 0.00118459693458957 0.163300491184797 -3.24256314766655
"110" "ENSG00000173473" "SMARCC1" -0.240507406202995 7.38047924080803 -3.87925667029644 0.00120471167252322 0.164563614466672 -3.23776223108
"111" "ENSG00000135392" "DNAJC14" -0.156695840094603 4.19898948714722 -3.86441348483762 0.00124414648987832 0.166964321482169 -3.2285611670844
"112" "ENSG00000077348" "EXOSC5" -0.270682934621688 2.65603159166525 -3.86339496591114 0.00124689948949407 0.166964321482169 -3.22792892944945
"113" "ENSG00000235878" NA 0.596389205569166 2.1742220069502 3.86018295741054 0.00125562147793725 0.166964321482169 3.2259343650393
"114" "ENSG00000128045" "RASL11B" -0.775505815283552 4.7351291994905 -3.85443418832208 0.00127138501691995 0.167524331308863 -3.22236175636571
"115" "ENSG00000220205" "VAMP2" 0.151896350442791 7.4742585010288 3.85055616966878 0.00128213084656723 0.167524331308863 3.21994971440312
"116" "ENSG00000272977" "" -0.448960895652377 2.46818554895141 -3.84533165365796 0.00129675199917006 0.167911967720193 -3.21669760178103
"117" "ENSG00000050405" "LIMA1" -0.338746688720897 5.85069517531695 -3.83201950110234 0.00133476754128381 0.167911967720193 -3.20839776614826
"118" "ENSG00000110786" "PTPN5" 0.521261207016907 6.2965024212771 3.8217364391534 0.00136489645643698 0.167911967720193 3.2019733058098
"119" "ENSG00000121774" "KHDRBS1" -0.107587824415752 8.36891196325313 -3.81907930306658 0.00137279201073331 0.167911967720193 -3.20031135686648
"120" "ENSG00000269925" "" 0.868060247880082 -0.0291838398825364 3.81714527914107 0.00137856765197814 0.167911967720193 3.1991012061122
"121" "ENSG00000236233" NA -0.482430204649622 1.78526763087653 -3.81569578624688 0.00138291228735309 0.167911967720193 -3.19819396698252
"122" "ENSG00000179292" "TMEM151A" 0.515561258485571 4.16400530060132 3.81317413450893 0.0013905032937681 0.167911967720193 3.19661511625114
"123" "ENSG00000100823" "APEX1" -0.199146119280089 7.02514810215935 -3.80958364260368 0.00140138399876028 0.167911967720193 -3.19436584814024
"124" "ENSG00000048028" "USP28" -0.254461260238665 5.58607731188328 -3.80344116172488 0.00142019655951562 0.167911967720193 -3.19051461849031
"125" "ENSG00000241945" "PWP2" -0.261502191834724 5.01263246876612 -3.79971807384415 0.00143172223690034 0.167911967720193 -3.18817829913198
"126" "ENSG00000104142" "VPS18" -0.111593104409316 5.5446665610614 -3.79870152272447 0.00143488546432307 0.167911967720193 -3.18754012752613
"127" "ENSG00000131771" "PPP1R1B" -0.922305409721848 4.04417955017721 -3.78560064081659 0.001476283993862 0.167911967720193 -3.17930551705383
"128" "ENSG00000181790" "ADGRB1" 0.744811894051298 6.11699734439016 5.58280901924748 0.00149795330486114 0.167911967720193 3.17507974140957
"129" "ENSG00000075035" "WSCD2" 0.502924871993791 4.30662194432565 3.77425737714579 0.00151309376436023 0.167911967720193 3.17216046514822
"130" "ENSG00000114395" "CYB561D2" -0.18905990176366 2.6225300348283 -3.76887174192313 0.00153089099195593 0.167911967720193 -3.16876313988989
"131" "ENSG00000113327" "GABRG2" 1.02655866042588 3.67867162022104 3.76586005769043 0.00154093454758713 0.167911967720193 3.16686194218492
"132" "ENSG00000202146" "" 1.15827414555152 -2.31524009251407 3.76245942406671 0.00155235452020662 0.167911967720193 3.16471401150739
"133" "ENSG00000104081" "BMF" -0.579355489884174 5.4168184021342 -5.19853427680645 0.00155297253225317 0.167911967720193 -3.16459818793178
"134" "ENSG00000144711" "IQSEC1" 0.265288001031275 7.20525033075804 3.76090998475749 0.00155758589149206 0.167911967720193 3.1637349223864
"135" "ENSG00000188229" "TUBB4B" 0.167141569323682 6.96304789200833 3.75346268741521 0.00158297751289438 0.167911967720193 3.15902529351877
"136" "ENSG00000115129" "TP53I3" -0.342836137782957 3.67989268136123 -3.75341705909723 0.00158313435314811 0.167911967720193 -3.15899641960169
"137" "ENSG00000162813" "BPNT1" -0.220413729961343 4.69346049218202 -3.75225378850856 0.0015871381732008 0.167911967720193 -3.15826021616158
"138" "ENSG00000223572" "CKMT1A" 0.597548895819826 1.79183401468961 3.75130182811083 0.00159042223122289 0.167911967720193 3.15765763439801
"139" "ENSG00000106341" "PPP1R17" -1.43196368167608 3.11518010281194 -3.74685464613127 0.00160585437102122 0.167911967720193 -3.15484128705888
"140" "ENSG00000162402" "USP24" 0.122414280600376 7.13774762641053 3.7463080276449 0.00160776150060402 0.167911967720193 3.15449496952466
"141" "ENSG00000196419" "XRCC6" -0.151008836051578 7.9217283587884 -3.74162128004295 0.00162420667395353 0.167911967720193 -3.1515242635469
"142" "ENSG00000074319" "TSG101" -0.138425173267958 6.16269549265189 -5.70645704869881 0.00162422134829438 0.167911967720193 -3.15152162511449
"143" "ENSG00000213023" "SYT3" 0.44619971444947 5.12634935363163 3.74008996961152 0.00162961623485927 0.167911967720193 3.15055311315908
"144" "ENSG00000133858" "ZFC3H1" 0.143436005511551 6.32134339387519 3.73972923474263 0.00163089320079816 0.167911967720193 3.15032429897351
"145" "ENSG00000147140" "NONO" -0.179363205195366 8.85088965875509 -3.73957568000637 0.00163143707317087 0.167911967720193 -3.15022689482048
"146" "ENSG00000224934" "" 0.479308507489224 1.78604619518563 3.73769508042168 0.00163811266839556 0.167911967720193 3.14903376551333
"147" "ENSG00000173818" "ENDOV" 0.22027555182871 5.42906847374822 3.73641002680748 0.00164268995440359 0.167911967720193 3.14821825018175
"148" "ENSG00000149927" "DOC2A" 0.375378032238483 3.75722838231047 3.73004242337549 0.00166556045981827 0.169099401819117 3.14417457469984
"149" "ENSG00000116819" "TFAP2E" 0.342321302147188 2.61946382699237 3.71972173528872 0.00170330762683539 0.17064308449713 3.13761100675622
"150" "ENSG00000073910" "FRY" 0.320057719781586 6.96386605072585 3.71967563251761 0.00170347814951214 0.17064308449713 3.13758166065385
"151" "ENSG00000126391" "FRMD8" -0.290178315422189 4.83096540392081 -3.71335561484532 0.00172701660906883 0.170747700618069 -3.13355650929375
"152" "ENSG00000114491" "UMPS" -0.238225092738363 4.19878721875969 -3.71103642473175 0.00173573559338932 0.170747700618069 -3.13207833089343
"153" "ENSG00000196372" "ASB13" 0.221046105369808 4.5479486057943 3.71027362274146 0.0017386129505234 0.170747700618069 3.13159201458552
"154" "ENSG00000259431" "THTPA" -0.285428320589168 2.0349514841664 -3.69806638305711 0.00178531383007199 0.173477673194806 -3.12380062678853
"155" "ENSG00000120256" "LRP11" 0.237249533272069 5.22549517939485 3.69567901052251 0.00179459266032968 0.173477673194806 3.1222749269861
"156" "ENSG00000182674" "KCNB2" 0.565153831159027 2.52402670768045 3.69137713884769 0.0018114342577646 0.173477673194806 3.11952412607612
"157" "ENSG00000160789" "LMNA" -0.334903673747767 6.59950409972974 -3.69108309970578 0.0018125911547707 0.173477673194806 -3.11933602964341
"158" "ENSG00000169914" "OTUD3" 0.175631663966441 5.22049192199458 3.68452166440751 0.00183860002426857 0.174853189649744 3.11513618407841
"159" "ENSG00000049239" "H6PD" 0.16855983447347 6.64677244537223 3.67295210106861 0.00188537211548218 0.176941318284997 3.10771904247283
"160" "ENSG00000204138" "PHACTR4" -0.146131378768892 6.48874957220533 -3.67012368320495 0.00189698613334327 0.176941318284997 -3.1059034972453
"161" "ENSG00000187607" "ZNF286A" -0.400446666003484 4.80140564857842 -5.09473783112006 0.0019123388346769 0.176941318284997 -3.10351911133832
"162" "ENSG00000041353" "RAB27B" 0.673064228348112 3.4355026274268 3.66444807552272 0.00192050719564072 0.176941318284997 3.102257661225
"163" "ENSG00000269131" NA 0.190855994045257 3.96751737883399 3.66174496877897 0.00193181165412154 0.176941318284997 3.10052000269154
"164" "ENSG00000132561" "MATN2" -1.00365582531131 6.18918820663574 -3.65955002345409 0.00194103982162133 0.176941318284997 -3.09910840820855
"165" "ENSG00000232388" "SMIM26" -0.223773084151365 3.66163180898136 -3.65908829396169 0.00194298665759513 0.176941318284997 -3.09881139606191
"166" "ENSG00000100321" "SYNGR1" 0.221360785069174 7.13490599487034 3.65410223987461 0.0019641344291469 0.177024352265708 3.09560254664813
"167" "ENSG00000134207" "SYT6" 0.675974199329103 4.77513782225922 3.65332284173732 0.00196746085640712 0.177024352265708 3.09510070183504
"168" "ENSG00000260912" "" -0.332210973622596 2.09986432964644 -3.64722624954292 0.00199367551493859 0.178315287425401 -3.09117283362568
"169" "ENSG00000151445" "VIPAS39" -0.20182431839469 5.15364502710855 -4.88635487850782 0.00201893634523746 0.179506139192533 -3.08743247489341
"170" "ENSG00000136933" "RABEPK" -0.202055460620313 4.05427802603474 -3.62945394873144 0.00207210006481857 0.182587414539567 -3.07969883488503
"171" "ENSG00000100325" "ASCC2" -0.171309332710437 5.32152556884175 -3.62816749989553 0.00207789484135938 0.182587414539567 -3.07886691218239
"172" "ENSG00000204394" "VARS" -0.247594605062227 6.90698330050331 -3.6234071876527 0.00209947845357369 0.183364155786624 -3.07578688789174
"173" "ENSG00000179859" "RNF227" 0.242836504223398 2.64219120800497 3.6188092959682 0.00212053786675414 0.183364155786624 3.07280953284743
"174" "ENSG00000235355" NA -0.369141246431451 2.82186297698853 -3.61786817833808 0.00212487430448807 0.183364155786624 -3.07219982071681
"175" "ENSG00000182379" "NXPH4" -0.499080828886256 5.08332238441738 -3.61556009105733 0.0021355468696033 0.183364155786624 -3.07070408190551
"176" "ENSG00000092020" "PPP2R3C" -0.199320614031442 4.33723519792098 -3.60875940726007 0.00216730485289881 0.184860362303401 -3.06629345982118
"177" "ENSG00000237457" "LINC01351" 0.553584051469246 0.762033011958369 3.60614633563537 0.00217963224677876 0.184860362303401 3.06459735088858
"178" "ENSG00000113742" "CPEB4" 0.256950230004313 6.96169814307464 3.60048775705617 0.00220656712919335 0.184860362303401 3.06092180499899
"179" "ENSG00000143398" "PIP5K1A" -0.189708818254588 6.47812035725253 -3.59834509726601 0.00221685256786876 0.184860362303401 -3.05952909085082
"180" "ENSG00000135903" "PAX3" -1.39958169144354 3.66080616970264 -3.59606813858745 0.00222783504743378 0.184860362303401 -3.05804851512325
"181" "ENSG00000179051" "RCC2" -0.285916316168653 7.05090906967758 -3.59595651476962 0.0022283748356113 0.184860362303401 -3.05797591749677
"182" "ENSG00000164197" "RNF180" 0.3835420482888 3.90304030057797 3.5937459953083 0.00223909130435372 0.184860362303401 3.05653795520683
"183" "ENSG00000154917" "RAB6B" 0.297023785317801 7.84692811395794 3.59074317512635 0.00225373109788061 0.185022192670016 3.05458370977082
"184" "ENSG00000162852" "CNST" -0.101736185896748 5.21507810039237 -3.58830698935726 0.00226567838754712 0.185022192670016 -3.05299748291336
"185" "ENSG00000165943" "MOAP1" 0.228273798549585 6.79720112910025 3.58341070467131 0.0022898813953842 0.185987880254286 3.0498074286109
"186" "ENSG00000273238" "TMEM271" 0.529263213803496 1.36393124742501 3.57755876048888 0.0023191463950461 0.187352116838509 3.04599117818636
"187" "ENSG00000131165" "CHMP1A" 0.165923790343749 6.78257962809734 5.45523787186445 0.00239471437567279 0.191118234271213 3.03633713879334
"188" "ENSG00000234084" "" 0.560042747191476 1.21484531042309 3.56264438898292 0.00239542676894044 0.191118234271213 3.03624746293096
"189" "ENSG00000230844" "ZNF674-AS1" 0.340787069661375 2.61405184481493 3.55934058773198 0.00241265930436325 0.191118234271213 3.03408564032721
"190" "ENSG00000135423" "GLS2" 0.383723368782018 3.32676491153825 3.55786788379221 0.00242038059342119 0.191118234271213 3.03312158585237
"191" "ENSG00000153291" "SLC25A27" 0.403333394810334 4.42704559641484 3.55616084000419 0.00242936129015052 0.191118234271213 3.0320038205934
"192" "ENSG00000122565" "CBX3" -0.142730914402258 7.80077373092602 -3.54029038925317 0.00251445849221339 0.196782569291658 -3.02159605390058
"193" "ENSG00000196821" "ILRUN" -0.192951396943326 5.91928996753079 -3.53074658105578 0.00256705329880584 0.197699594541623 -3.01532346099325
"194" "ENSG00000148488" "ST8SIA6" -1.28791358736713 2.67883226740114 -3.52730066741268 0.002586310942123 0.197699594541623 -3.01305610949411
"195" "ENSG00000186231" "KLHL32" 0.357875689562465 3.55638540556735 3.52708817311789 0.00258750316716984 0.197699594541623 3.01291624758804
