"Ensembl" "moduleColor" "moduleLabel"
"ENSG00000105137" "magenta" "M17"
"ENSG00000105143" "tan" "M2"
"ENSG00000105171" "grey" "M0"
"ENSG00000105173" "grey" "M0"
"ENSG00000105176" "grey" "M0"
"ENSG00000105185" "royalblue" "M9"
"ENSG00000105186" "grey" "M0"
"ENSG00000105193" "grey" "M0"
"ENSG00000105197" "grey" "M0"
"ENSG00000105202" "purple" "M18"
"ENSG00000105204" "grey" "M0"
"ENSG00000105220" "tan" "M2"
"ENSG00000105221" "grey" "M0"
"ENSG00000105223" "pink" "M16"
"ENSG00000105227" "grey" "M0"
"ENSG00000105229" "grey" "M0"
"ENSG00000105245" "magenta" "M17"
"ENSG00000105248" "grey" "M0"
"ENSG00000105251" "grey" "M0"
"ENSG00000105254" "grey" "M0"
"ENSG00000105255" "cyan" "M3"
"ENSG00000105258" "grey" "M0"
"ENSG00000105270" "grey" "M0"
"ENSG00000105278" "turquoise" "M1"
"ENSG00000105281" "lightyellow" "M8"
"ENSG00000105287" "lightyellow" "M8"
"ENSG00000105290" "grey" "M0"
"ENSG00000105298" "black" "M15"
"ENSG00000105321" "black" "M15"
"ENSG00000105323" "grey" "M0"
"ENSG00000105325" "grey" "M0"
"ENSG00000105327" "black" "M15"
"ENSG00000105329" "magenta" "M17"
"ENSG00000105339" "green" "M13"
"ENSG00000105341" "grey" "M0"
"ENSG00000105355" "grey" "M0"
"ENSG00000105364" "grey" "M0"
"ENSG00000105372" "grey" "M0"
"ENSG00000105373" "lightyellow" "M8"
"ENSG00000105376" "grey" "M0"
"ENSG00000105379" "grey" "M0"
"ENSG00000105393" "grey" "M0"
"ENSG00000105397" "grey" "M0"
"ENSG00000105401" "grey" "M0"
"ENSG00000105402" "grey" "M0"
"ENSG00000105404" "grey" "M0"
"ENSG00000105409" "turquoise" "M1"
"ENSG00000105419" "lightyellow" "M8"
"ENSG00000105426" "grey" "M0"
"ENSG00000105429" "grey" "M0"
"ENSG00000105438" "grey" "M0"
"ENSG00000105443" "grey" "M0"
"ENSG00000105447" "grey" "M0"
"ENSG00000105464" "cyan" "M3"
"ENSG00000105472" "grey" "M0"
"ENSG00000105483" "grey" "M0"
"ENSG00000105486" "brown" "M11"
"ENSG00000105497" "grey" "M0"
"ENSG00000105514" "grey60" "M6"
"ENSG00000105516" "lightcyan" "M5"
"ENSG00000105518" "grey" "M0"
"ENSG00000105519" "lightcyan" "M5"
"ENSG00000105520" "turquoise" "M1"
"ENSG00000105552" "grey" "M0"
"ENSG00000105556" "lightyellow" "M8"
"ENSG00000105559" "magenta" "M17"
"ENSG00000105568" "grey" "M0"
"ENSG00000105576" "grey" "M0"
"ENSG00000105583" "grey" "M0"
"ENSG00000105605" "cyan" "M3"
"ENSG00000105607" "black" "M15"
"ENSG00000105612" "grey" "M0"
"ENSG00000105613" "turquoise" "M1"
"ENSG00000105617" "grey" "M0"
"ENSG00000105618" "black" "M15"
"ENSG00000105619" "black" "M15"
"ENSG00000105640" "grey" "M0"
"ENSG00000105642" "turquoise" "M1"
"ENSG00000105649" "turquoise" "M1"
"ENSG00000105655" "grey" "M0"
"ENSG00000105656" "grey" "M0"
"ENSG00000105662" "grey" "M0"
"ENSG00000105669" "grey" "M0"
"ENSG00000105671" "grey" "M0"
"ENSG00000105676" "grey" "M0"
"ENSG00000105677" "grey" "M0"
"ENSG00000105696" "grey" "M0"
"ENSG00000105698" "grey" "M0"
"ENSG00000105700" "grey" "M0"
"ENSG00000105701" "grey" "M0"
"ENSG00000105705" "lightcyan" "M5"
"ENSG00000105708" "grey" "M0"
"ENSG00000105717" "lightcyan" "M5"
"ENSG00000105722" "lightyellow" "M8"
"ENSG00000105723" "grey" "M0"
"ENSG00000105726" "grey" "M0"
"ENSG00000105732" "grey" "M0"
"ENSG00000105737" "turquoise" "M1"
"ENSG00000105738" "grey" "M0"
"ENSG00000105750" "grey" "M0"
"ENSG00000105755" "grey" "M0"
"ENSG00000105767" "grey" "M0"
"ENSG00000105771" "grey" "M0"
"ENSG00000105778" "grey" "M0"
"ENSG00000105784" "tan" "M2"
"ENSG00000105793" "grey" "M0"
"ENSG00000105808" "purple" "M18"
"ENSG00000105810" "grey" "M0"
"ENSG00000105819" "grey" "M0"
"ENSG00000105821" "grey" "M0"
"ENSG00000105825" "grey" "M0"
"ENSG00000105829" "grey" "M0"
"ENSG00000105835" "royalblue" "M9"
"ENSG00000105849" "grey" "M0"
"ENSG00000105854" "grey" "M0"
"ENSG00000105855" "grey" "M0"
"ENSG00000105856" "salmon" "M20"
"ENSG00000105865" "grey" "M0"
"ENSG00000105866" "red" "M14"
"ENSG00000105875" "grey" "M0"
"ENSG00000105879" "grey" "M0"
"ENSG00000105887" "grey" "M0"
"ENSG00000105894" "grey" "M0"
"ENSG00000105926" "grey" "M0"
"ENSG00000105928" "grey" "M0"
"ENSG00000105939" "grey" "M0"
"ENSG00000105948" "red" "M14"
"ENSG00000105953" "grey" "M0"
"ENSG00000105963" "grey" "M0"
"ENSG00000105968" "grey" "M0"
"ENSG00000105974" "pink" "M16"
"ENSG00000105976" "grey" "M0"
"ENSG00000105983" "grey" "M0"
"ENSG00000105991" "green" "M13"
"ENSG00000105993" "grey" "M0"
"ENSG00000105996" "purple" "M18"
"ENSG00000105997" "lightyellow" "M8"
"ENSG00000106003" "grey" "M0"
"ENSG00000106004" "grey" "M0"
"ENSG00000106006" "salmon" "M20"
"ENSG00000106009" "grey" "M0"
"ENSG00000106012" "grey" "M0"
"ENSG00000106025" "grey" "M0"
"ENSG00000106028" "royalblue" "M9"
"ENSG00000106049" "grey" "M0"
"ENSG00000106052" "grey" "M0"
"ENSG00000106066" "grey" "M0"
"ENSG00000106069" "grey" "M0"
"ENSG00000106070" "grey" "M0"
"ENSG00000106077" "grey" "M0"
"ENSG00000106080" "midnightblue" "M4"
"ENSG00000106086" "grey" "M0"
"ENSG00000106089" "turquoise" "M1"
"ENSG00000106105" "lightyellow" "M8"
"ENSG00000106123" "turquoise" "M1"
"ENSG00000106144" "grey" "M0"
"ENSG00000106153" "grey" "M0"
"ENSG00000106211" "magenta" "M17"
"ENSG00000106236" "black" "M15"
"ENSG00000106244" "grey" "M0"
"ENSG00000106245" "black" "M15"
"ENSG00000106261" "grey" "M0"
"ENSG00000106263" "grey" "M0"
"ENSG00000106266" "grey" "M0"
"ENSG00000106268" "grey" "M0"
"ENSG00000106278" "grey" "M0"
"ENSG00000106290" "grey" "M0"
"ENSG00000106299" "salmon" "M20"
"ENSG00000106305" "purple" "M18"
"ENSG00000106327" "turquoise" "M1"
"ENSG00000106330" "grey" "M0"
"ENSG00000106333" "midnightblue" "M4"
"ENSG00000106341" "grey" "M0"
"ENSG00000106344" "grey" "M0"
"ENSG00000106346" "grey" "M0"
"ENSG00000106348" "green" "M13"
"ENSG00000106351" "grey" "M0"
"ENSG00000106355" "yellow" "M12"
"ENSG00000106366" "lightyellow" "M8"
"ENSG00000106367" "grey" "M0"
"ENSG00000106392" "grey" "M0"
"ENSG00000106397" "grey" "M0"
"ENSG00000106399" "yellow" "M12"
"ENSG00000106400" "grey" "M0"
"ENSG00000106404" "lightyellow" "M8"
"ENSG00000106415" "grey" "M0"
"ENSG00000106443" "grey" "M0"
"ENSG00000106459" "grey" "M0"
"ENSG00000106460" "red" "M14"
"ENSG00000106462" "grey" "M0"
"ENSG00000106477" "grey" "M0"
"ENSG00000106479" "grey" "M0"
"ENSG00000106483" "midnightblue" "M4"
"ENSG00000106484" "grey" "M0"
"ENSG00000106524" "grey" "M0"
"ENSG00000106537" "tan" "M2"
"ENSG00000106538" "grey" "M0"
"ENSG00000106546" "grey" "M0"
"ENSG00000106554" "grey" "M0"
"ENSG00000106571" "cyan" "M3"
"ENSG00000106588" "lightgreen" "M7"
"ENSG00000106591" "grey" "M0"
"ENSG00000106603" "grey" "M0"
"ENSG00000106605" "grey" "M0"
"ENSG00000106608" "grey" "M0"
"ENSG00000106609" "grey" "M0"
"ENSG00000106610" "grey" "M0"
"ENSG00000106615" "grey" "M0"
"ENSG00000106617" "grey" "M0"
"ENSG00000106624" "grey" "M0"
"ENSG00000106628" "grey" "M0"
"ENSG00000106635" "grey" "M0"
"ENSG00000106636" "grey" "M0"
"ENSG00000106638" "grey" "M0"
"ENSG00000106665" "grey" "M0"
"ENSG00000106682" "grey" "M0"
"ENSG00000106683" "grey60" "M6"
"ENSG00000106688" "tan" "M2"
"ENSG00000106692" "grey" "M0"
"ENSG00000106701" "lightgreen" "M7"
"ENSG00000106714" "grey" "M0"
"ENSG00000106723" "grey" "M0"
"ENSG00000106771" "grey" "M0"
"ENSG00000106772" "grey" "M0"
"ENSG00000106780" "grey" "M0"
"ENSG00000106799" "grey" "M0"
"ENSG00000106803" "greenyellow" "M19"
"ENSG00000106804" "grey" "M0"
"ENSG00000106809" "midnightblue" "M4"
"ENSG00000106819" "midnightblue" "M4"
"ENSG00000106829" "grey" "M0"
"ENSG00000106853" "tan" "M2"
"ENSG00000106868" "grey" "M0"
"ENSG00000106948" "grey" "M0"
"ENSG00000106976" "turquoise" "M1"
"ENSG00000106991" "grey" "M0"
"ENSG00000106992" "grey" "M0"
"ENSG00000106993" "grey" "M0"
"ENSG00000107020" "grey" "M0"
"ENSG00000107021" "grey" "M0"
"ENSG00000107036" "grey" "M0"
"ENSG00000107077" "green" "M13"
"ENSG00000107104" "magenta" "M17"
"ENSG00000107105" "red" "M14"
"ENSG00000107130" "turquoise" "M1"
"ENSG00000107140" "grey" "M0"
"ENSG00000107164" "grey" "M0"
"ENSG00000107175" "grey" "M0"
"ENSG00000107185" "grey" "M0"
"ENSG00000107186" "grey" "M0"
"ENSG00000107201" "grey" "M0"
"ENSG00000107223" "grey" "M0"
"ENSG00000107249" "grey" "M0"
"ENSG00000107262" "grey" "M0"
"ENSG00000107263" "grey" "M0"
"ENSG00000107281" "lightcyan" "M5"
"ENSG00000107282" "tan" "M2"
"ENSG00000107290" "grey" "M0"
"ENSG00000107295" "grey" "M0"
"ENSG00000107317" "turquoise" "M1"
"ENSG00000107331" "lightcyan" "M5"
"ENSG00000107338" "grey" "M0"
"ENSG00000107341" "grey" "M0"
"ENSG00000107362" "grey" "M0"
"ENSG00000107371" "grey" "M0"
"ENSG00000107372" "grey" "M0"
"ENSG00000107404" "grey" "M0"
"ENSG00000107438" "grey" "M0"
"ENSG00000107443" "royalblue" "M9"
"ENSG00000107518" "turquoise" "M1"
"ENSG00000107521" "green" "M13"
"ENSG00000107537" "cyan" "M3"
"ENSG00000107551" "grey" "M0"
"ENSG00000107554" "grey" "M0"
"ENSG00000107560" "turquoise" "M1"
"ENSG00000107562" "midnightblue" "M4"
"ENSG00000107566" "grey" "M0"
"ENSG00000107581" "grey" "M0"
"ENSG00000107614" "grey" "M0"
"ENSG00000107623" "midnightblue" "M4"
"ENSG00000107625" "pink" "M16"
"ENSG00000107643" "grey" "M0"
"ENSG00000107651" "cyan" "M3"
"ENSG00000107669" "cyan" "M3"
"ENSG00000107672" "cyan" "M3"
"ENSG00000107679" "turquoise" "M1"
"ENSG00000107719" "grey" "M0"
"ENSG00000107731" "midnightblue" "M4"
"ENSG00000107736" "grey" "M0"
"ENSG00000107742" "grey" "M0"
"ENSG00000107745" "grey" "M0"
"ENSG00000107758" "red" "M14"
"ENSG00000107771" "grey" "M0"
"ENSG00000107779" "grey" "M0"
"ENSG00000107789" "grey" "M0"
"ENSG00000107796" "pink" "M16"
"ENSG00000107798" "blue" "M10"
"ENSG00000107815" "purple" "M18"
"ENSG00000107816" "grey" "M0"
"ENSG00000107819" "grey" "M0"
"ENSG00000107821" "grey" "M0"
"ENSG00000107829" "blue" "M10"
"ENSG00000107833" "greenyellow" "M19"
"ENSG00000107854" "grey" "M0"
"ENSG00000107862" "grey" "M0"
"ENSG00000107863" "green" "M13"
"ENSG00000107864" "grey" "M0"
"ENSG00000107872" "grey" "M0"
"ENSG00000107874" "grey" "M0"
"ENSG00000107882" "grey" "M0"
"ENSG00000107890" "red" "M14"
"ENSG00000107897" "grey" "M0"
"ENSG00000107902" "cyan" "M3"
"ENSG00000107929" "grey" "M0"
"ENSG00000107937" "royalblue" "M9"
"ENSG00000107938" "cyan" "M3"
"ENSG00000107949" "cyan" "M3"
"ENSG00000107951" "grey" "M0"
"ENSG00000107954" "turquoise" "M1"
"ENSG00000107957" "turquoise" "M1"
"ENSG00000107959" "green" "M13"
"ENSG00000107960" "cyan" "M3"
"ENSG00000107968" "grey" "M0"
"ENSG00000107984" "grey" "M0"
"ENSG00000108001" "grey" "M0"
"ENSG00000108010" "cyan" "M3"
"ENSG00000108018" "grey" "M0"
"ENSG00000108021" "grey" "M0"
"ENSG00000108039" "cyan" "M3"
"ENSG00000108055" "cyan" "M3"
"ENSG00000108061" "cyan" "M3"
"ENSG00000108064" "grey" "M0"
"ENSG00000108091" "yellow" "M12"
"ENSG00000108094" "grey" "M0"
"ENSG00000108100" "grey" "M0"
"ENSG00000108106" "grey" "M0"
"ENSG00000108107" "grey" "M0"
"ENSG00000108175" "grey" "M0"
"ENSG00000108176" "turquoise" "M1"
"ENSG00000108179" "grey" "M0"
"ENSG00000108187" "yellow" "M12"
"ENSG00000108219" "grey" "M0"
"ENSG00000108231" "grey" "M0"
"ENSG00000108239" "grey" "M0"
"ENSG00000108256" "grey" "M0"
"ENSG00000108262" "grey" "M0"
"ENSG00000108264" "grey" "M0"
"ENSG00000108270" "grey" "M0"
"ENSG00000108272" "grey" "M0"
"ENSG00000108278" "grey" "M0"
"ENSG00000108292" "grey" "M0"
"ENSG00000108294" "royalblue" "M9"
"ENSG00000108296" "grey" "M0"
"ENSG00000108298" "grey" "M0"
"ENSG00000108306" "grey" "M0"
"ENSG00000108309" "grey" "M0"
"ENSG00000108312" "salmon" "M20"
"ENSG00000108344" "grey" "M0"
"ENSG00000108349" "grey" "M0"
"ENSG00000108352" "grey" "M0"
"ENSG00000108370" "grey" "M0"
"ENSG00000108379" "grey" "M0"
"ENSG00000108384" "yellow" "M12"
"ENSG00000108387" "turquoise" "M1"
"ENSG00000108389" "grey" "M0"
"ENSG00000108395" "grey" "M0"
"ENSG00000108406" "purple" "M18"
"ENSG00000108423" "purple" "M18"
"ENSG00000108424" "grey" "M0"
"ENSG00000108433" "grey" "M0"
"ENSG00000108439" "grey" "M0"
"ENSG00000108443" "purple" "M18"
"ENSG00000108448" "grey60" "M6"
"ENSG00000108465" "lightcyan" "M5"
"ENSG00000108468" "grey" "M0"
"ENSG00000108469" "grey" "M0"
"ENSG00000108474" "grey" "M0"
"ENSG00000108479" "grey" "M0"
"ENSG00000108506" "grey" "M0"
"ENSG00000108509" "grey" "M0"
"ENSG00000108510" "grey" "M0"
"ENSG00000108511" "salmon" "M20"
"ENSG00000108515" "grey" "M0"
"ENSG00000108518" "pink" "M16"
"ENSG00000108523" "grey" "M0"
"ENSG00000108528" "grey" "M0"
"ENSG00000108551" "lightgreen" "M7"
"ENSG00000108557" "grey" "M0"
"ENSG00000108559" "yellow" "M12"
"ENSG00000108561" "grey" "M0"
"ENSG00000108578" "grey" "M0"
"ENSG00000108582" "pink" "M16"
"ENSG00000108587" "grey" "M0"
"ENSG00000108588" "grey" "M0"
"ENSG00000108590" "grey" "M0"
"ENSG00000108591" "grey" "M0"
"ENSG00000108592" "greenyellow" "M19"
"ENSG00000108599" "grey" "M0"
"ENSG00000108604" "grey" "M0"
"ENSG00000108639" "grey" "M0"
"ENSG00000108641" "grey" "M0"
"ENSG00000108651" "grey" "M0"
"ENSG00000108654" "grey" "M0"
"ENSG00000108666" "grey" "M0"
"ENSG00000108669" "grey" "M0"
"ENSG00000108671" "grey" "M0"
"ENSG00000108679" "grey60" "M6"
"ENSG00000108684" "midnightblue" "M4"
"ENSG00000108691" "blue" "M10"
"ENSG00000108733" "grey" "M0"
"ENSG00000108773" "lightcyan" "M5"
"ENSG00000108774" "grey" "M0"
"ENSG00000108784" "grey" "M0"
"ENSG00000108785" "lightcyan" "M5"
"ENSG00000108786" "grey" "M0"
"ENSG00000108788" "grey" "M0"
"ENSG00000108797" "grey" "M0"
"ENSG00000108799" "grey" "M0"
"ENSG00000108819" "grey" "M0"
"ENSG00000108821" "midnightblue" "M4"
"ENSG00000108826" "grey" "M0"
"ENSG00000108828" "grey60" "M6"
"ENSG00000108829" "pink" "M16"
"ENSG00000108830" "grey" "M0"
"ENSG00000108839" "lightcyan" "M5"
"ENSG00000108840" "grey60" "M6"
"ENSG00000108848" "grey" "M0"
"ENSG00000108852" "blue" "M10"
"ENSG00000108854" "grey" "M0"
"ENSG00000108861" "grey" "M0"
"ENSG00000108883" "grey" "M0"
"ENSG00000108946" "grey" "M0"
"ENSG00000108947" "grey" "M0"
"ENSG00000108953" "grey" "M0"
"ENSG00000108960" "turquoise" "M1"
"ENSG00000108963" "grey" "M0"
"ENSG00000108984" "green" "M13"
"ENSG00000109016" "grey" "M0"
"ENSG00000109046" "grey" "M0"
"ENSG00000109062" "grey" "M0"
"ENSG00000109065" "lightyellow" "M8"
"ENSG00000109066" "purple" "M18"
"ENSG00000109079" "grey" "M0"
"ENSG00000109083" "grey" "M0"
"ENSG00000109084" "red" "M14"
"ENSG00000109089" "pink" "M16"
"ENSG00000109099" "pink" "M16"
"ENSG00000109103" "grey" "M0"
"ENSG00000109107" "turquoise" "M1"
"ENSG00000109111" "grey" "M0"
"ENSG00000109113" "midnightblue" "M4"
"ENSG00000109118" "grey" "M0"
"ENSG00000109133" "grey" "M0"
"ENSG00000109171" "grey" "M0"
"ENSG00000109180" "grey" "M0"
"ENSG00000109184" "grey" "M0"
"ENSG00000109189" "grey" "M0"
"ENSG00000109193" "pink" "M16"
"ENSG00000109220" "purple" "M18"
"ENSG00000109255" "grey" "M0"
"ENSG00000109265" "grey60" "M6"
"ENSG00000109270" "grey" "M0"
"ENSG00000109320" "pink" "M16"
"ENSG00000109323" "green" "M13"
"ENSG00000109332" "grey" "M0"
"ENSG00000109339" "grey" "M0"
"ENSG00000109381" "grey" "M0"
"ENSG00000109390" "grey" "M0"
"ENSG00000109436" "turquoise" "M1"
"ENSG00000109445" "grey" "M0"
"ENSG00000109458" "grey" "M0"
"ENSG00000109466" "grey" "M0"
"ENSG00000109472" "midnightblue" "M4"
"ENSG00000109475" "greenyellow" "M19"
"ENSG00000109501" "grey" "M0"
"ENSG00000109519" "grey" "M0"
"ENSG00000109534" "purple" "M18"
"ENSG00000109536" "grey" "M0"
"ENSG00000109572" "grey" "M0"
"ENSG00000109576" "grey" "M0"
"ENSG00000109586" "grey" "M0"
"ENSG00000109606" "grey" "M0"
"ENSG00000109618" "grey" "M0"
"ENSG00000109654" "grey" "M0"
"ENSG00000109670" "grey" "M0"
"ENSG00000109680" "yellow" "M12"
"ENSG00000109685" "grey" "M0"
"ENSG00000109686" "grey" "M0"
"ENSG00000109689" "grey" "M0"
"ENSG00000109736" "cyan" "M3"
"ENSG00000109738" "grey" "M0"
"ENSG00000109756" "lightgreen" "M7"
"ENSG00000109758" "cyan" "M3"
"ENSG00000109762" "green" "M13"
"ENSG00000109771" "tan" "M2"
"ENSG00000109775" "yellow" "M12"
"ENSG00000109787" "grey" "M0"
"ENSG00000109790" "grey" "M0"
"ENSG00000109794" "green" "M13"
"ENSG00000109805" "brown" "M11"
"ENSG00000109814" "pink" "M16"
"ENSG00000109819" "grey" "M0"
"ENSG00000109832" "tan" "M2"
"ENSG00000109846" "lightyellow" "M8"
"ENSG00000109851" "grey" "M0"
"ENSG00000109861" "tan" "M2"
"ENSG00000109881" "grey" "M0"
"ENSG00000109906" "grey60" "M6"
"ENSG00000109911" "grey" "M0"
"ENSG00000109917" "grey" "M0"
"ENSG00000109919" "grey" "M0"
"ENSG00000109920" "grey" "M0"
"ENSG00000109927" "grey" "M0"
"ENSG00000109929" "red" "M14"
"ENSG00000109944" "grey" "M0"
"ENSG00000109956" "grey" "M0"
"ENSG00000109971" "grey" "M0"
"ENSG00000109991" "lightyellow" "M8"
"ENSG00000110002" "cyan" "M3"
"ENSG00000110011" "lightcyan" "M5"
"ENSG00000110013" "grey" "M0"
"ENSG00000110031" "grey" "M0"
"ENSG00000110042" "grey" "M0"
"ENSG00000110046" "magenta" "M17"
"ENSG00000110047" "grey" "M0"
"ENSG00000110048" "grey" "M0"
"ENSG00000110057" "grey60" "M6"
"ENSG00000110060" "purple" "M18"
"ENSG00000110063" "grey" "M0"
"ENSG00000110066" "grey" "M0"
"ENSG00000110074" "grey" "M0"
"ENSG00000110075" "grey" "M0"
"ENSG00000110076" "turquoise" "M1"
"ENSG00000110080" "grey" "M0"
"ENSG00000110090" "grey" "M0"
"ENSG00000110092" "grey" "M0"
"ENSG00000110104" "grey" "M0"
"ENSG00000110107" "grey" "M0"
"ENSG00000110108" "midnightblue" "M4"
"ENSG00000110169" "turquoise" "M1"
"ENSG00000110171" "turquoise" "M1"
"ENSG00000110172" "grey" "M0"
"ENSG00000110200" "grey" "M0"
"ENSG00000110218" "grey" "M0"
"ENSG00000110237" "magenta" "M17"
"ENSG00000110274" "grey" "M0"
"ENSG00000110315" "grey" "M0"
"ENSG00000110318" "turquoise" "M1"
"ENSG00000110321" "grey" "M0"
"ENSG00000110328" "grey" "M0"
"ENSG00000110330" "grey" "M0"
"ENSG00000110344" "grey" "M0"
"ENSG00000110367" "grey" "M0"
"ENSG00000110395" "grey" "M0"
"ENSG00000110400" "turquoise" "M1"
"ENSG00000110422" "grey" "M0"
"ENSG00000110427" "turquoise" "M1"
"ENSG00000110429" "grey" "M0"
"ENSG00000110435" "lightgreen" "M7"
"ENSG00000110436" "grey" "M0"
"ENSG00000110442" "grey" "M0"
"ENSG00000110492" "grey" "M0"
"ENSG00000110497" "grey" "M0"
"ENSG00000110514" "grey" "M0"
"ENSG00000110583" "grey" "M0"
"ENSG00000110619" "black" "M15"
"ENSG00000110651" "grey" "M0"
"ENSG00000110660" "grey60" "M6"
"ENSG00000110675" "turquoise" "M1"
"ENSG00000110693" "cyan" "M3"
"ENSG00000110696" "grey" "M0"
"ENSG00000110697" "grey60" "M6"
"ENSG00000110700" "greenyellow" "M19"
"ENSG00000110711" "grey" "M0"
"ENSG00000110713" "grey" "M0"
"ENSG00000110717" "grey" "M0"
"ENSG00000110719" "cyan" "M3"
"ENSG00000110721" "grey" "M0"
"ENSG00000110756" "grey" "M0"
"ENSG00000110768" "grey" "M0"
"ENSG00000110786" "turquoise" "M1"
"ENSG00000110811" "midnightblue" "M4"
"ENSG00000110841" "grey" "M0"
"ENSG00000110844" "lightcyan" "M5"
"ENSG00000110851" "grey" "M0"
"ENSG00000110871" "grey" "M0"
"ENSG00000110880" "grey" "M0"
"ENSG00000110881" "grey" "M0"
"ENSG00000110888" "grey" "M0"
"ENSG00000110900" "grey" "M0"
"ENSG00000110906" "grey" "M0"
"ENSG00000110911" "grey" "M0"
"ENSG00000110917" "grey" "M0"
"ENSG00000110921" "tan" "M2"
"ENSG00000110925" "grey" "M0"
"ENSG00000110931" "grey" "M0"
"ENSG00000110955" "grey" "M0"
"ENSG00000110958" "grey" "M0"
"ENSG00000110987" "grey" "M0"
"ENSG00000111011" "grey" "M0"
"ENSG00000111052" "grey" "M0"
"ENSG00000111057" "grey" "M0"
"ENSG00000111058" "blue" "M10"
"ENSG00000111077" "midnightblue" "M4"
"ENSG00000111087" "grey" "M0"
"ENSG00000111110" "grey" "M0"
"ENSG00000111142" "royalblue" "M9"
"ENSG00000111144" "grey" "M0"
"ENSG00000111145" "midnightblue" "M4"
"ENSG00000111186" "grey" "M0"
"ENSG00000111196" "royalblue" "M9"
"ENSG00000111203" "grey" "M0"
"ENSG00000111206" "brown" "M11"
"ENSG00000111215" "grey" "M0"
"ENSG00000111224" "grey" "M0"
"ENSG00000111229" "grey" "M0"
"ENSG00000111231" "grey" "M0"
"ENSG00000111237" "grey" "M0"
"ENSG00000111247" "brown" "M11"
"ENSG00000111249" "green" "M13"
"ENSG00000111252" "grey60" "M6"
"ENSG00000111254" "grey" "M0"
"ENSG00000111261" "blue" "M10"
"ENSG00000111266" "grey60" "M6"
"ENSG00000111269" "grey60" "M6"
"ENSG00000111271" "grey" "M0"
"ENSG00000111275" "grey" "M0"
"ENSG00000111276" "grey" "M0"
"ENSG00000111300" "grey" "M0"
"ENSG00000111328" "salmon" "M20"
"ENSG00000111341" "grey" "M0"
"ENSG00000111358" "grey" "M0"
"ENSG00000111361" "grey" "M0"
"ENSG00000111364" "grey" "M0"
"ENSG00000111371" "grey" "M0"
"ENSG00000111412" "grey" "M0"
"ENSG00000111432" "red" "M14"
"ENSG00000111445" "brown" "M11"
"ENSG00000111450" "grey" "M0"
"ENSG00000111481" "grey" "M0"
"ENSG00000111490" "tan" "M2"
"ENSG00000111530" "grey" "M0"
"ENSG00000111540" "grey" "M0"
"ENSG00000111554" "lightgreen" "M7"
"ENSG00000111581" "grey" "M0"
"ENSG00000111596" "grey" "M0"
"ENSG00000111602" "brown" "M11"
"ENSG00000111605" "grey" "M0"
"ENSG00000111615" "grey" "M0"
"ENSG00000111639" "royalblue" "M9"
"ENSG00000111640" "grey" "M0"
"ENSG00000111641" "black" "M15"
"ENSG00000111642" "grey" "M0"
"ENSG00000111644" "cyan" "M3"
"ENSG00000111647" "grey" "M0"
"ENSG00000111652" "grey" "M0"
"ENSG00000111653" "grey" "M0"
"ENSG00000111664" "grey" "M0"
"ENSG00000111665" "brown" "M11"
"ENSG00000111666" "grey" "M0"
"ENSG00000111667" "grey" "M0"
"ENSG00000111669" "grey" "M0"
"ENSG00000111670" "turquoise" "M1"
"ENSG00000111671" "grey" "M0"
"ENSG00000111674" "turquoise" "M1"
"ENSG00000111676" "magenta" "M17"
"ENSG00000111678" "grey" "M0"
"ENSG00000111684" "grey" "M0"
"ENSG00000111696" "grey" "M0"
"ENSG00000111707" "grey" "M0"
"ENSG00000111711" "red" "M14"
"ENSG00000111716" "grey" "M0"
"ENSG00000111725" "grey" "M0"
"ENSG00000111726" "grey" "M0"
"ENSG00000111727" "grey" "M0"
"ENSG00000111728" "grey" "M0"
"ENSG00000111731" "grey" "M0"
"ENSG00000111737" "grey" "M0"
"ENSG00000111752" "grey" "M0"
"ENSG00000111775" "tan" "M2"
"ENSG00000111783" "grey" "M0"
"ENSG00000111785" "grey" "M0"
"ENSG00000111786" "grey" "M0"
"ENSG00000111788" "grey" "M0"
"ENSG00000111790" "grey" "M0"
"ENSG00000111799" "midnightblue" "M4"
"ENSG00000111801" "grey" "M0"
"ENSG00000111802" "royalblue" "M9"
"ENSG00000111817" "midnightblue" "M4"
"ENSG00000111832" "grey" "M0"
"ENSG00000111834" "lightgreen" "M7"
"ENSG00000111843" "grey" "M0"
"ENSG00000111845" "royalblue" "M9"
"ENSG00000111846" "grey" "M0"
"ENSG00000111850" "red" "M14"
"ENSG00000111859" "grey60" "M6"
"ENSG00000111860" "grey" "M0"
"ENSG00000111875" "royalblue" "M9"
"ENSG00000111877" "grey" "M0"
"ENSG00000111879" "grey" "M0"
"ENSG00000111880" "yellow" "M12"
"ENSG00000111885" "grey" "M0"
"ENSG00000111897" "grey" "M0"
"ENSG00000111906" "grey" "M0"
"ENSG00000111911" "grey" "M0"
"ENSG00000111912" "grey" "M0"
"ENSG00000111913" "green" "M13"
"ENSG00000111961" "turquoise" "M1"
"ENSG00000111962" "grey" "M0"
"ENSG00000112029" "brown" "M11"
"ENSG00000112031" "grey" "M0"
"ENSG00000112033" "magenta" "M17"
"ENSG00000112039" "grey" "M0"
"ENSG00000112062" "grey" "M0"
"ENSG00000112078" "grey" "M0"
"ENSG00000112079" "grey" "M0"
"ENSG00000112081" "royalblue" "M9"
"ENSG00000112096" "grey" "M0"
"ENSG00000112110" "grey" "M0"
"ENSG00000112118" "grey" "M0"
